"","gene","p.value","gene","count"
"3805","IML1_PICST",0.3860925,"IML1_PICST",1
"3806","IMP1_SCHPO",0.982081939,"IMP1_SCHPO",1
"3807","IMP1L_MOUSE",0.162800354,"IMP1L_MOUSE",1
"3808","IMP3_MOUSE",0.318285109,"IMP3_MOUSE",1
"3809","IMP3_SOLLC",0.729978002,"IMP3_SOLLC",2
"3810","IMP3_YEAST",0.814999508,"IMP3_YEAST",1
"3811","IMP4_DEBHA",0.911910613,"IMP4_DEBHA",1
"3812","IMPL1_ARATH",0.098586491,"IMPL1_ARATH",3
"3813","IMPP_MESCR",0.237087616,"IMPP_MESCR",2
"3814","IN21B_ORYSJ",0.370634887,"IN21B_ORYSJ",6
"3815","IN80C_MOUSE",0.506997583,"IN80C_MOUSE",1
"3816","IN80D_DICDI",0.609234918,"IN80D_DICDI",1
"3817","INDA1_SOLTU",1,"INDA1_SOLTU",1
"3818","ING1_ARATH",0.722357835,"ING1_ARATH",2
"3819","ING2_ARATH",0.794191756,"ING2_ARATH",2
"3820","INH18_ECOLI",0.606318727,"INH18_ECOLI",2
"3821","INLI_LISMO",0.777285152,"INLI_LISMO",1
"3822","INO1_MAIZE",0.507043679,"INO1_MAIZE",2
"3823","INO80_ARATH",0.672232195,"INO80_ARATH",6
"3824","INT1_ARATH",0.144892003,"INT1_ARATH",5
"3825","INT2_ARATH",1,"INT2_ARATH",1
"3826","INT3_DICDI",0.485314979,"INT3_DICDI",1
"3827","INV1_MAIZE",0.128887009,"INV1_MAIZE",4
"3828","INV7_ORYSJ",1,"INV7_ORYSJ",1
"3829","INVA_ARATH",0.523915865,"INVA_ARATH",1
"3830","INVB_ARATH",1,"INVB_ARATH",1
"3831","INVF_ARATH",0.099813761,"INVF_ARATH",2
"3832","IOJAM_ARATH",0.726608949,"IOJAM_ARATH",2
"3833","IOJAP_MAIZE",0.002037733,"IOJAP_MAIZE",2
"3834","IOLJ_BACMF",0.899661853,"IOLJ_BACMF",1
"3835","IP5P1_ARATH",0.918356334,"IP5P1_ARATH",1
"3836","IP5P3_ARATH",0.091748929,"IP5P3_ARATH",6
"3837","IP5P6_ARATH",0.085764143,"IP5P6_ARATH",4
"3838","IP5P7_ARATH",0.031236322,"IP5P7_ARATH",4
"3839","IP5P9_ARATH",0.731683943,"IP5P9_ARATH",1
"3840","IP5PC_ARATH",0.90089649,"IP5PC_ARATH",2
"3841","IP5PF_ARATH",0.724039285,"IP5PF_ARATH",4
"3842","IPCS_ORYSJ",0.065876065,"IPCS_ORYSJ",5
"3843","IPIPR_MENPI",0.660758677,"IPIPR_MENPI",2
"3844","IPK_THEAC",0.335828245,"IPK_THEAC",2
"3845","IPK1_ORYSJ",0.206594853,"IPK1_ORYSJ",3
"3846","IPK2_ORYSJ",0.932658588,"IPK2_ORYSJ",1
"3847","IPO11_HUMAN",0.426164462,"IPO11_HUMAN",3
"3848","IPO4_HUMAN",0.176529257,"IPO4_HUMAN",1
"3849","IPO4_MOUSE",0.888059781,"IPO4_MOUSE",1
"3850","IPO5_HUMAN",0.593510424,"IPO5_HUMAN",2
"3851","IPO5_MOUSE",0.777110294,"IPO5_MOUSE",2
"3852","IPT3_ARATH",0.864803645,"IPT3_ARATH",1
"3853","IPYR_MAIZE",0.463058978,"IPYR_MAIZE",2
"3854","IPYR_ORYSJ",0.189670695,"IPYR_ORYSJ",3
"3855","IPYR4_ARATH",0.238120562,"IPYR4_ARATH",3
"3856","IPYR6_ARATH",0.465990344,"IPYR6_ARATH",8
"3857","IQD1_ARATH",0.09215593,"IQD1_ARATH",5
"3858","IQD14_ARATH",0.714778863,"IQD14_ARATH",1
"3859","IQD31_ARATH",0.215745425,"IQD31_ARATH",5
"3860","IQM1_ARATH",0.400629521,"IQM1_ARATH",2
"3861","IQM3_ARATH",0.156655243,"IQM3_ARATH",7
"3862","IRAK4_MOUSE",0.364227761,"IRAK4_MOUSE",1
"3863","IRE1A_ARATH",0.691357949,"IRE1A_ARATH",1
"3864","IREH1_ARATH",0.363320372,"IREH1_ARATH",6
"3865","IRK_ARATH",0.180853142,"IRK_ARATH",2
"3866","IRKI_ARATH",0.847721991,"IRKI_ARATH",2
"3867","IRT2_ORYSJ",0.125828757,"IRT2_ORYSJ",1
"3868","ISAM1_ARATH",0.442638931,"ISAM1_ARATH",3
"3869","ISAM2_ARATH",0.770203056,"ISAM2_ARATH",1
"3870","ISCAP_ARATH",0.973183465,"ISCAP_ARATH",1
"3871","ISE2_ARATH",0.629767266,"ISE2_ARATH",2
"3872","ISOA1_ARATH",0.488075634,"ISOA1_ARATH",1
"3873","ISOA2_ARATH",0.025891677,"ISOA2_ARATH",4
"3874","ISOA3_ARATH",0.035094108,"ISOA3_ARATH",7
"3875","ISPD_ORYSJ",0.722852065,"ISPD_ORYSJ",1
"3876","ISPE_ORYSJ",0.171041349,"ISPE_ORYSJ",4
"3877","ISPF_ORYSJ",0.394365716,"ISPF_ORYSJ",4
"3878","ISPG_ORYSJ",0.227390783,"ISPG_ORYSJ",6
"3879","ISPH_ORYSJ",0.088418158,"ISPH_ORYSJ",5
"3880","IST1_BOVIN",0.393427402,"IST1_BOVIN",2
"3881","IST1L_DICDI",0.297109041,"IST1L_DICDI",5
"3882","ISU1_ARATH",0.052855492,"ISU1_ARATH",4
"3883","ISW2_ORYSJ",0.988961404,"ISW2_ORYSJ",1
"3884","ISY1_MOUSE",0.89639265,"ISY1_MOUSE",1
"3885","ISY1_RAT",0.296822015,"ISY1_RAT",1
"3886","ITPA_SORBI",0.788440946,"ITPA_SORBI",1
"3887","ITPK1_ORYSJ",0.275375823,"ITPK1_ORYSJ",2
"3888","ITPK2_ORYSJ",0.08294137,"ITPK2_ORYSJ",3
"3889","ITPK6_ORYSI",0.691321977,"ITPK6_ORYSI",1
"3890","IVD_ORYSJ",0.528448195,"IVD_ORYSJ",3
"3891","IWS1_MOUSE",0.588130345,"IWS1_MOUSE",1
"3892","IWS1_RAT",0.715749115,"IWS1_RAT",1
"3893","IX15L_ARATH",0.729172607,"IX15L_ARATH",2
"3894","IYO_ARATH",0.526626805,"IYO_ARATH",8
"3895","JAC1_ARATH",0.406342391,"JAC1_ARATH",2
"3896","JAL19_ARATH",0.84038406,"JAL19_ARATH",1
"3897","JAL28_ARATH",0.202131643,"JAL28_ARATH",2
"3898","JAL3_ARATH",0.002729418,"JAL3_ARATH",8
"3899","JHD2_YEAST",0.695085972,"JHD2_YEAST",1
"3900","JI23_HORVU",0.844995911,"JI23_HORVU",2
"3901","JI60_HORVU",0.558322075,"JI60_HORVU",2
"3902","JIPH_ATRCA",0.0486194,"JIPH_ATRCA",1
"3903","JJJ1_ARATH",0.810385685,"JJJ1_ARATH",2
"3904","JM703_ORYSJ",0.04945504,"JM703_ORYSJ",9
"3905","JM705_ORYSJ",0.345981527,"JM705_ORYSJ",1
"3906","JM706_ORYSJ",0.368990736,"JM706_ORYSJ",4
"3907","JMJ18_ARATH",0.845619357,"JMJ18_ARATH",1
"3908","JMJ25_ARATH",0.421446636,"JMJ25_ARATH",12
"3909","JMJ30_ARATH",0.086896188,"JMJ30_ARATH",6
"3910","JMT_ARATH",0.091604339,"JMT_ARATH",1
"3911","JOSL_ARATH",0.864285869,"JOSL_ARATH",1
"3912","K125_TOBAC",0.358754131,"K125_TOBAC",2
"3913","K1468_XENTR",0.683239752,"K1468_XENTR",2
"3914","K502_ACTDE",0.02870427,"K502_ACTDE",4
"3915","KAD1_ORYSJ",0.568379736,"KAD1_ORYSJ",2
"3916","KAD2_ORYSJ",0.412325594,"KAD2_ORYSJ",4
"3917","KAD3_ORYSJ",0.493227884,"KAD3_ORYSJ",1
"3918","KAD4_ORYSJ",0.67487581,"KAD4_ORYSJ",3
"3919","KAD5_ORYSJ",0.233099546,"KAD5_ORYSJ",5
"3920","KAD6_ARATH",0.220707382,"KAD6_ARATH",1
"3921","KAD6_ORYSJ",0.106375852,"KAD6_ORYSJ",3
"3922","KAD7_ORYSJ",0.350629291,"KAD7_ORYSJ",2
"3923","KASC1_HORVU",0.85748547,"KASC1_HORVU",1
"3924","KASC2_ARATH",0.348852813,"KASC2_ARATH",8
"3925","KAT1_ORYSJ",0.323819771,"KAT1_ORYSJ",5
"3926","KAT3_RAT",0.536498575,"KAT3_RAT",1
"3927","KATL2_XENLA",0.836859183,"KATL2_XENLA",3
"3928","KATL2_XENTR",0.7984478,"KATL2_XENTR",1
"3929","KC1A_MOUSE",0.915456209,"KC1A_MOUSE",2
"3930","KC1D_ARATH",0.000398842,"KC1D_ARATH",35
"3931","KC1D_PONAB",0.751093471,"KC1D_PONAB",1
"3932","KCA1_ARATH",0.752588572,"KCA1_ARATH",1
"3933","KCA2_ARATH",0.666191016,"KCA2_ARATH",3
"3934","KCAB_ORYSJ",0.378910194,"KCAB_ORYSJ",3
"3935","KCBP_ORYSJ",0.89259087,"KCBP_ORYSJ",1
"3936","KCO2_ORYSJ",0.308695523,"KCO2_ORYSJ",2
"3937","KCO3_ORYSJ",0.581927711,"KCO3_ORYSJ",2
"3938","KCR1_ARATH",0.260963007,"KCR1_ARATH",4
"3939","KCR2_ARATH",0.463592145,"KCR2_ARATH",1
"3940","KCS1_ARATH",0.000356156,"KCS1_ARATH",10
"3941","KCS10_ARATH",0.421231144,"KCS10_ARATH",8
"3942","KCS11_ARATH",0.791765047,"KCS11_ARATH",2
"3943","KCS12_ARATH",0.264954557,"KCS12_ARATH",3
"3944","KCS2_ARATH",1,"KCS2_ARATH",1
"3945","KCS20_ARATH",0.076293094,"KCS20_ARATH",2
"3946","KCS4_ARATH",0.557216708,"KCS4_ARATH",1
"3947","KCS5_ARATH",0.357912347,"KCS5_ARATH",3
"3948","KCS6_ARATH",0.345891123,"KCS6_ARATH",13
"3949","KCS9_ARATH",0.692768662,"KCS9_ARATH",2
"3950","KCY2_ORYSJ",0.621093901,"KCY2_ORYSJ",2
"3951","KCY4_ORYSJ",0.062071935,"KCY4_ORYSJ",3
"3952","KDM5_DROME",0.749968587,"KDM5_DROME",1
"3953","KDSA_PEA",0.491202818,"KDSA_PEA",1
"3954","KDSA1_ARATH",0.609154139,"KDSA1_ARATH",1
"3955","KDSB_ARATH",0.034343949,"KDSB_ARATH",5
"3956","KEA1_ARATH",0.379897897,"KEA1_ARATH",2
"3957","KEA2_ARATH",0.026414022,"KEA2_ARATH",8
"3958","KEA3_ARATH",0.564297194,"KEA3_ARATH",4
"3959","KEA4_ARATH",0.823553442,"KEA4_ARATH",1
"3960","KEA5_ARATH",0.127207613,"KEA5_ARATH",3
"3961","KEG_ARATH",0.321826167,"KEG_ARATH",8
"3962","KELP_ARATH",0.251683015,"KELP_ARATH",3
"3963","KEULE_ARATH",0.586801842,"KEULE_ARATH",1
"3964","KHSE_ARATH",0.62633264,"KHSE_ARATH",1
"3965","KI20B_MOUSE",1,"KI20B_MOUSE",1
"3966","KIFC3_HUMAN",0.398638193,"KIFC3_HUMAN",2
"3967","KIME_ARATH",1,"KIME_ARATH",1
"3968","KIN10_ARATH",0.054416219,"KIN10_ARATH",4
"3969","KIN13_ARATH",0.323790436,"KIN13_ARATH",9
"3970","KIN17_MOUSE",0.031940248,"KIN17_MOUSE",1
"3971","KINB1_ARATH",0.296585164,"KINB1_ARATH",6
"3972","KINB3_ARATH",0.921668021,"KINB3_ARATH",1
"3973","KING1_ARATH",0.596881007,"KING1_ARATH",2
"3974","KINGL_ARATH",0.171571707,"KINGL_ARATH",3
"3975","KIP_ARATH",0.122245508,"KIP_ARATH",2
"3976","KIP1_PETIN",0.798994071,"KIP1_PETIN",1
"3977","KIPK_ARATH",0.200226826,"KIPK_ARATH",1
"3978","KISHA_MOUSE",0.253404988,"KISHA_MOUSE",6
"3979","KITH_ORYSJ",0.512456652,"KITH_ORYSJ",1
"3980","KIWI_ARATH",0.652892164,"KIWI_ARATH",2
"3981","KLC3_RAT",0.079347541,"KLC3_RAT",3
"3982","KLC4_HUMAN",0.000526514,"KLC4_HUMAN",4
"3983","KLDC4_MOUSE",0.345075976,"KLDC4_MOUSE",1
"3984","KLH17_HUMAN",0.331370646,"KLH17_HUMAN",1
"3985","KLHL8_HUMAN",0.173370699,"KLHL8_HUMAN",1
"3986","KLP3_CAEEL",1,"KLP3_CAEEL",1
"3987","KMS1_ARATH",0.137993461,"KMS1_ARATH",6
"3988","KMS2_ARATH",0.151620666,"KMS2_ARATH",3
"3989","KMT2B_MOUSE",0.551405355,"KMT2B_MOUSE",1
"3990","KMT2D_HUMAN",0.816272791,"KMT2D_HUMAN",1
"3991","KN12B_ARATH",0.52246193,"KN12B_ARATH",1
"3992","KNOS2_ORYSJ",0.83282227,"KNOS2_ORYSJ",2
"3993","KNOSB_ORYSJ",0.254595457,"KNOSB_ORYSJ",5
"3994","KOR1_ORYSJ",0.487993107,"KOR1_ORYSJ",5
"3995","KOR2_ORYSJ",0.910550342,"KOR2_ORYSJ",1
"3996","KP1_ARATH",0.217476868,"KP1_ARATH",3
"3997","KPCB_DANRE",0.056081105,"KPCB_DANRE",3
"3998","KPK2_ARATH",0.696541412,"KPK2_ARATH",6
"3999","KPPR_WHEAT",0.513410867,"KPPR_WHEAT",6
"4000","KPRO_MAIZE",0.640965296,"KPRO_MAIZE",3
"4001","KPRS1_ORYSJ",0.666305887,"KPRS1_ORYSJ",2
"4002","KPRS1_SPIOL",0.932899752,"KPRS1_SPIOL",1
"4003","KPRS2_ORYSJ",0.26223883,"KPRS2_ORYSJ",2
"4004","KPRS3_ORYSJ",0.11562738,"KPRS3_ORYSJ",1
"4005","KPRS4_ORYSJ",0.932717754,"KPRS4_ORYSJ",1
"4006","KPSS1_ORYSJ",0.39295215,"KPSS1_ORYSJ",1
"4007","KPYA_RICCO",0.91338544,"KPYA_RICCO",1
"4008","KPYC_SOLTU",0.388518434,"KPYC_SOLTU",2
"4009","KPYC_SOYBN",0.837886356,"KPYC_SOYBN",1
"4010","KPYC_TOBAC",0.302516125,"KPYC_TOBAC",5
"4011","KPYC1_ORYSJ",0.362259939,"KPYC1_ORYSJ",9
"4012","KPYC2_ORYSJ",0.819519849,"KPYC2_ORYSJ",2
"4013","KPYG_TOBAC",0.198601415,"KPYG_TOBAC",2
"4014","KRI1_SCHPO",0.778941657,"KRI1_SCHPO",1
"4015","KRP1_ORYSI",0.470382366,"KRP1_ORYSI",1
"4016","KRP1_ORYSJ",0.420457551,"KRP1_ORYSJ",2
"4017","KRP4_ORYSJ",0.708872153,"KRP4_ORYSJ",2
"4018","KRR1_DROMO",0.439119533,"KRR1_DROMO",2
"4019","KRR1_YEASZ",0.667892055,"KRR1_YEASZ",1
"4020","KS1_ORYSJ",0.113031759,"KS1_ORYSJ",6
"4021","KSG1_ARATH",0.25701561,"KSG1_ARATH",6
"4022","KSG6_ARATH",0.620740295,"KSG6_ARATH",1
"4023","KSG7_ARATH",0.78883285,"KSG7_ARATH",3
"4024","KSG8_ARATH",0.360884382,"KSG8_ARATH",1
"4025","KSG9_ARATH",0.410352586,"KSG9_ARATH",2
"4026","KSL10_ORYSJ",0.84653838,"KSL10_ORYSJ",2
"4027","KSL11_ORYSI",0.253929708,"KSL11_ORYSI",4
"4028","KSL3_ORYSJ",0.149896419,"KSL3_ORYSJ",2
"4029","KTAP2_IXOSC",0.909102842,"KTAP2_IXOSC",2
"4030","KTI12_ORYSJ",0.596351111,"KTI12_ORYSJ",1
"4031","KTNA1_ARATH",0.658456469,"KTNA1_ARATH",2
"4032","KTNB1_ARATH",0.032649505,"KTNB1_ARATH",7
"4033","KTNB1_XENLA",0.710534942,"KTNB1_XENLA",1
"4034","KU70_ORYSJ",0.105942323,"KU70_ORYSJ",4
"4035","KU80_ORYSJ",0.194395184,"KU80_ORYSJ",4
"4036","KXDL1_RAT",0.050081655,"KXDL1_RAT",2
"4037","KYNB_BACAH",1,"KYNB_BACAH",1
"4038","KYNB_BACC1",0.83157328,"KYNB_BACC1",1
"4039","KYNB_BACCR",0.141054419,"KYNB_BACCR",1
"4040","KYNB_ERYLH",1,"KYNB_ERYLH",1
"4041","KYNB_SALRD",0.287570029,"KYNB_SALRD",3
"4042","L2HDH_CAEEL",0.298248135,"L2HDH_CAEEL",1
"4043","LA1_ARATH",0.136275653,"LA1_ARATH",7
"4044","LAC7_ORYSJ",0.44908333,"LAC7_ORYSJ",2
"4045","LACB2_XENLA",1,"LACB2_XENLA",1
"4046","LACB2_XENTR",0.565604093,"LACB2_XENTR",1
"4047","LACE1_MOUSE",0.347940405,"LACE1_MOUSE",5
"4048","LACI_ECOLI",0.917559806,"LACI_ECOLI",1
"4049","LACS1_ARATH",0.906181172,"LACS1_ARATH",2
"4050","LACS4_ARATH",0.102974068,"LACS4_ARATH",8
"4051","LACS5_ARATH",0.412211877,"LACS5_ARATH",1
"4052","LACS6_ARATH",0.249582232,"LACS6_ARATH",4
"4053","LACS7_ARATH",0.872942749,"LACS7_ARATH",2
"4054","LACS8_ARATH",0.385520902,"LACS8_ARATH",4
"4055","LACS9_ARATH",0.208107327,"LACS9_ARATH",8
"4056","LALIN_LAVAN",0.024152094,"LALIN_LAVAN",1
"4057","LATE_ARATH",0.84487342,"LATE_ARATH",1
"4058","LAX1_ORYSJ",0.546067465,"LAX1_ORYSJ",5
"4059","LAZ1_ARATH",0.050540187,"LAZ1_ARATH",9
"4060","LAZH1_ARATH",0.311993101,"LAZH1_ARATH",2
"4061","LBD37_ARATH",0.053611096,"LBD37_ARATH",17
"4062","LC7L3_PONAB",0.056950897,"LC7L3_PONAB",2
"4063","LCAT1_ARATH",0.757803896,"LCAT1_ARATH",4
"4064","LCAT1_ORYSJ",0.183224237,"LCAT1_ORYSJ",12
"4065","LCAT2_ARATH",0.053439506,"LCAT2_ARATH",7
"4066","LCAT3_ARATH",0.879031672,"LCAT3_ARATH",1
"4067","LCAT4_ARATH",0.61865533,"LCAT4_ARATH",1
"4068","LCB1A_ORYSJ",0.367645533,"LCB1A_ORYSJ",2
"4069","LCB2A_ORYSJ",0.475603127,"LCB2A_ORYSJ",4
"4070","LCB2D_ORYSJ",0.500742937,"LCB2D_ORYSJ",3
"4071","LCBK1_ARATH",0.045189983,"LCBK1_ARATH",13
"4072","LCKB2_ARATH",0.95787616,"LCKB2_ARATH",1
"4073","LCMT1_RAT",0.784955142,"LCMT1_RAT",2
"4074","LCV1_ARATH",0.012771594,"LCV1_ARATH",2
"4075","LCV2_ARATH",0.78422189,"LCV2_ARATH",1
"4076","LCYB_ARATH",0.015288513,"LCYB_ARATH",3
"4077","LCYB_SOLLC",0.763183306,"LCYB_SOLLC",1
"4078","LCYD1_ORYSJ",0.370284474,"LCYD1_ORYSJ",5
"4079","LCYE_ARATH",0.465021808,"LCYE_ARATH",1
"4080","LCYE_SOLLC",0.531792531,"LCYE_SOLLC",1
"4081","LDAH_DICDI",0.78010371,"LDAH_DICDI",1
"4082","LDL2_ORYSJ",0.760752376,"LDL2_ORYSJ",2
"4083","LDL3_ARATH",0.112046095,"LDL3_ARATH",7
"4084","LE14B_LITER",0.31544666,"LE14B_LITER",3
"4085","LE14B_PRUAR",0.011197761,"LE14B_PRUAR",5
"4086","LEA14_GOSHI",0.229260044,"LEA14_GOSHI",1
"4087","LEA14_SOYBN",0.594658569,"LEA14_SOYBN",2
"4088","LEA5D_GOSHI",1,"LEA5D_GOSHI",1
"4089","LEC_LOTTE",0.649793198,"LEC_LOTTE",1
"4090","LECH_HORVU",1.39e-05,"LECH_HORVU",16
"4091","LETM1_CHICK",0.000103107,"LETM1_CHICK",9
"4092","LEU11_ARATH",0.965864428,"LEU11_ARATH",1
"4093","LEU12_ARATH",0.703104157,"LEU12_ARATH",3
"4094","LEU1A_SOLPN",0.487315515,"LEU1A_SOLPN",4
"4095","LEU3_SOLTU",0.858512363,"LEU3_SOLTU",1
"4096","LEU32_ARATH",0.546199227,"LEU32_ARATH",1
"4097","LEUC_ARATH",0.670908073,"LEUC_ARATH",3
"4098","LEUD3_ARATH",0.181460717,"LEUD3_ARATH",5
"4099","LEUNG_ARATH",0.158033347,"LEUNG_ARATH",12
"4100","LFR_ARATH",0.311746316,"LFR_ARATH",2
"4101","LFS_ALLCE",0.960091658,"LFS_ALLCE",1
"4102","LGT_CITUN",0.438461126,"LGT_CITUN",1
"4103","LGUC_ARATH",0.506894328,"LGUC_ARATH",5
"4104","LGUL_CICAR",0.445480475,"LGUL_CICAR",3
"4105","LGUL_ORYSJ",0.495167353,"LGUL_ORYSJ",3
"4106","LHCA2_ARATH",0.446264314,"LHCA2_ARATH",6
"4107","LHCA3_ARATH",0.991342222,"LHCA3_ARATH",1
"4108","LHCA5_ARATH",0.823165896,"LHCA5_ARATH",3
"4109","LHCA6_ARATH",0.177789335,"LHCA6_ARATH",1
"4110","LHP1_ARATH",1,"LHP1_ARATH",1
"4111","LHP1_ORYSJ",0.419676136,"LHP1_ORYSJ",5
"4112","LHT1_ARATH",0.358760247,"LHT1_ARATH",6
"4113","LHT2_ARATH",0.063883665,"LHT2_ARATH",10
"4114","LHTL1_ARATH",0.21303701,"LHTL1_ARATH",2
"4115","LHTL2_ARATH",0.747585633,"LHTL2_ARATH",1
"4116","LHW_ARATH",0.246282482,"LHW_ARATH",5
"4117","LHWL2_ARATH",0.858946072,"LHWL2_ARATH",1
"4118","LHY_ARATH",0.790163698,"LHY_ARATH",1
"4119","LIAS_SORBI",0.783429644,"LIAS_SORBI",2
"4120","LID2_SCHPO",0.008020044,"LID2_SCHPO",7
"4121","LIMYB_ARATH",0.323230115,"LIMYB_ARATH",7
"4122","LINS_ORYSJ",0.031301931,"LINS_ORYSJ",10
"4123","LIP_BACSP",0.568900686,"LIP_BACSP",1
"4124","LIP_RHIMI",0.478086801,"LIP_RHIMI",6
"4125","LIP_STAHY",0.57638577,"LIP_STAHY",1
"4126","LIP1_ARATH",0.549460496,"LIP1_ARATH",1
"4127","LIP5_ARATH",0.493572849,"LIP5_ARATH",2
"4128","LIPBL_ARATH",0.529071509,"LIPBL_ARATH",2
"4129","LIPG_CANLF",0.26528567,"LIPG_CANLF",5
"4130","LIRP1_ORYSJ",0.401165665,"LIRP1_ORYSJ",4
"4131","LISC_SORBI",0.828958148,"LISC_SORBI",1
"4132","LKHA4_ORYSJ",0.670126489,"LKHA4_ORYSJ",2
"4133","LMBD1_ORYSJ",0.408983079,"LMBD1_ORYSJ",3
"4134","LMD2A_DICDI",0.822393277,"LMD2A_DICDI",1
"4135","LMLN_DROPS",0.659768429,"LMLN_DROPS",1
"4136","LMLN_MOUSE",0.946636336,"LMLN_MOUSE",3
"4137","LOFG2_ARATH",0.968977768,"LOFG2_ARATH",2
"4138","LOG_ORYSJ",0.157413235,"LOG_ORYSJ",4
"4139","LOG5_ARATH",0.960303046,"LOG5_ARATH",1
"4140","LOGL1_ORYSJ",1,"LOGL1_ORYSJ",1
"4141","LOGL2_ORYSJ",0.653698408,"LOGL2_ORYSJ",1
"4142","LOGL5_ORYSJ",0.149300801,"LOGL5_ORYSJ",2
"4143","LOGL7_ORYSJ",0.156419086,"LOGL7_ORYSJ",5
"4144","LOGL9_ORYSJ",0.668327376,"LOGL9_ORYSJ",2
"4145","LOGLA_ORYSJ",0.337591007,"LOGLA_ORYSJ",3
"4146","LOL2_ORYSJ",0.312757523,"LOL2_ORYSJ",1
"4147","LOL3_ORYSJ",0.087117181,"LOL3_ORYSJ",3
"4148","LOL4_ORYSJ",1,"LOL4_ORYSJ",1
"4149","LONF1_HUMAN",0.686880183,"LONF1_HUMAN",3
"4150","LONF2_HUMAN",1,"LONF2_HUMAN",1
"4151","LONF3_MOUSE",0.660009556,"LONF3_MOUSE",1
"4152","LONM_MAIZE",0.174660064,"LONM_MAIZE",2
"4153","LONP2_MAIZE",0.165211326,"LONP2_MAIZE",7
"4154","LONP2_ORYSI",0.657537279,"LONP2_ORYSI",1
"4155","LOR10_ARATH",0.262389206,"LOR10_ARATH",1
"4156","LOR12_ARATH",0.3152193,"LOR12_ARATH",14
"4157","LOR15_ARATH",0.046488555,"LOR15_ARATH",4
"4158","LOR8_ARATH",0.710968893,"LOR8_ARATH",1
"4159","LORF1_HUMAN",0.686896092,"LORF1_HUMAN",3
"4160","LORF2_HUMAN",0.039504094,"LORF2_HUMAN",13
"4161","LORF2_MOUSE",0.235981128,"LORF2_MOUSE",2
"4162","LOX1_HORVU",0.628688416,"LOX1_HORVU",2
"4163","LOX16_SOLTU",0.435295621,"LOX16_SOLTU",2
"4164","LOX2_ORYSJ",0.64707755,"LOX2_ORYSJ",1
"4165","LOX23_HORVU",0.302204494,"LOX23_HORVU",11
"4166","LOX3_ORYSJ",0.491267716,"LOX3_ORYSJ",2
"4167","LOX31_SOLTU",0.763445597,"LOX31_SOLTU",1
"4168","LOX4_ORYSJ",0.580192834,"LOX4_ORYSJ",1
"4169","LOX5_ORYSJ",0.232963209,"LOX5_ORYSJ",5
"4170","LOX6_ORYSJ",0.08683107,"LOX6_ORYSJ",6
"4171","LP14_BACIU",0.327805076,"LP14_BACIU",2
"4172","LPA1_ARATH",0.456776826,"LPA1_ARATH",7
"4173","LPA3_ARATH",0.229055676,"LPA3_ARATH",6
"4174","LPAAT_ORYSJ",0.205533743,"LPAAT_ORYSJ",2
"4175","LPAI_ARATH",0.408062098,"LPAI_ARATH",5
"4176","LPAT_MAIZE",0.509395417,"LPAT_MAIZE",2
"4177","LPAT1_ARATH",0.717783154,"LPAT1_ARATH",1
"4178","LPAT5_ARATH",0.358402727,"LPAT5_ARATH",2
"4179","LPCT1_ARATH",0.76473995,"LPCT1_ARATH",1
"4180","LPCT2_ARATH",0.68907969,"LPCT2_ARATH",2
"4181","LPP2_ARATH",0.277665683,"LPP2_ARATH",11
"4182","LPPD_ARATH",0.439190005,"LPPD_ARATH",2
"4183","LPPE2_ARATH",0.441686901,"LPPE2_ARATH",2
"4184","LPPG_ARATH",0.323108725,"LPPG_ARATH",3
"4185","LPR1_ARATH",0.078444502,"LPR1_ARATH",7
"4186","LPSB_RHIME",0.806398859,"LPSB_RHIME",2
"4187","LPXA_ARATH",0.745544189,"LPXA_ARATH",1
"4188","LRC57_DANRE",0.12926699,"LRC57_DANRE",1
"4189","LRC57_XENLA",1,"LRC57_XENLA",1
"4190","LRC63_MOUSE",0.588977139,"LRC63_MOUSE",1
"4191","LRE_ARATH",0.817117752,"LRE_ARATH",1
"4192","LRGUK_MOUSE",0.828635352,"LRGUK_MOUSE",2
"4193","LRK14_ARATH",0.711017613,"LRK14_ARATH",1
"4194","LRK15_ARATH",0.421686615,"LRK15_ARATH",1
"4195","LRK18_ARATH",0.872873943,"LRK18_ARATH",1
"4196","LRK32_ARATH",0.617541809,"LRK32_ARATH",2
"4197","LRK41_ARATH",0.08864336,"LRK41_ARATH",13
"4198","LRK42_ARATH",0.02721401,"LRK42_ARATH",23
"4199","LRK43_ARATH",0.665300091,"LRK43_ARATH",3
"4200","LRK44_ARATH",0.343793286,"LRK44_ARATH",7
"4201","LRK52_ARATH",0.93054439,"LRK52_ARATH",1
"4202","LRK59_ARATH",0.356495044,"LRK59_ARATH",2
"4203","LRK91_ARATH",0.072926554,"LRK91_ARATH",4
"4204","LRK92_ARATH",0.523088618,"LRK92_ARATH",2
"4205","LRKS4_ARATH",0.285025849,"LRKS4_ARATH",3
"4206","LRKS5_ARATH",0.298556233,"LRKS5_ARATH",2
"4207","LRKS7_ARATH",0.896675302,"LRKS7_ARATH",1
"4208","LRP1B_ARATH",0.43799675,"LRP1B_ARATH",2
"4209","LRP6A_ARATH",0.802436904,"LRP6A_ARATH",2
"4210","LRP6B_ARATH",0.165892271,"LRP6B_ARATH",12
"4211","LS12B_DANRE",0.887909742,"LS12B_DANRE",1
"4212","LSD1_ORYSJ",0.056006196,"LSD1_ORYSJ",5
