"","gene","p.value","gene","count"
"8264","SL11_ORYSJ",0.095702526,"SL11_ORYSJ",11
"8265","SL30A_ARATH",5.61e-05,"SL30A_ARATH",9
"8266","SLAC1_ARATH",0.243733394,"SLAC1_ARATH",1
"8267","SLAH2_ARATH",0.350417872,"SLAH2_ARATH",1
"8268","SLAH3_ARATH",0.114686263,"SLAH3_ARATH",10
"8269","SLD2_ARATH",0.515936192,"SLD2_ARATH",3
"8270","SLD5_DICDI",0.726593346,"SLD5_DICDI",1
"8271","SLK2_ARATH",0.229351449,"SLK2_ARATH",5
"8272","SLK3_ARATH",0.927299201,"SLK3_ARATH",1
"8273","SLMH_HYDIT",0.874213491,"SLMH_HYDIT",2
"8274","SLMO_DICDI",0.332269486,"SLMO_DICDI",1
"8275","SLN1_HORVU",0.757964246,"SLN1_HORVU",2
"8276","SLPI_SCHPO",0.940118802,"SLPI_SCHPO",1
"8277","SLSG0_BRAOA",0.440527992,"SLSG0_BRAOA",1
"8278","SLSG3_BRAOL",0.778895001,"SLSG3_BRAOL",1
"8279","SLSG6_BRAOL",0.633806807,"SLSG6_BRAOL",1
"8280","SLU7_ORYSJ",0.834328013,"SLU7_ORYSJ",2
"8281","SLX1_SCHPO",0.574653336,"SLX1_SCHPO",2
"8282","SLX12_TRYCC",0.379147811,"SLX12_TRYCC",2
"8283","SLY1_ARATH",0.170494544,"SLY1_ARATH",2
"8284","SLY1_ORYSJ",0.207448224,"SLY1_ORYSJ",6
"8285","SM3L2_ARATH",0.792089754,"SM3L2_ARATH",2
"8286","SMB_ARATH",0.8489901,"SMB_ARATH",1
"8287","SMBP2_HUMAN",0.239017178,"SMBP2_HUMAN",4
"8288","SMBP2_MESAU",0.440252207,"SMBP2_MESAU",2
"8289","SMBP2_RAT",0.561267408,"SMBP2_RAT",5
"8290","SMC1_ARATH",0.204392373,"SMC1_ARATH",6
"8291","SMC21_ARATH",0.410063092,"SMC21_ARATH",3
"8292","SMC22_ARATH",0.658383551,"SMC22_ARATH",2
"8293","SMC3_ARATH",0.397384596,"SMC3_ARATH",4
"8294","SMC4_ARATH",0.001540405,"SMC4_ARATH",9
"8295","SMC5_ARATH",0.227977689,"SMC5_ARATH",5
"8296","SMC6A_ARATH",0.371502339,"SMC6A_ARATH",1
"8297","SMC6B_ARATH",0.524249301,"SMC6B_ARATH",6
"8298","SMD1_MOUSE",0.213691793,"SMD1_MOUSE",2
"8299","SMD1_SCHPO",0.189771956,"SMD1_SCHPO",1
"8300","SMD2_CAEEL",0.774042139,"SMD2_CAEEL",2
"8301","SMD2_DICDI",0.684895273,"SMD2_DICDI",4
"8302","SMD2_DROME",0.615658053,"SMD2_DROME",1
"8303","SMD3B_ARATH",0.624000126,"SMD3B_ARATH",2
"8304","SMEK_DICDI",0.816545734,"SMEK_DICDI",1
"8305","SMG1_HUMAN",0.282107344,"SMG1_HUMAN",2
"8306","SMG7_ARATH",0.404746044,"SMG7_ARATH",9
"8307","SMG9_RAT",0.303399821,"SMG9_RAT",1
"8308","SMH2_MAIZE",0.226737788,"SMH2_MAIZE",5
"8309","SMH4_MAIZE",0.202780809,"SMH4_MAIZE",3
"8310","SMH5_MAIZE",0.351237069,"SMH5_MAIZE",2
"8311","SMH6_MAIZE",0.09559202,"SMH6_MAIZE",6
"8312","SMO11_ARATH",0.00365845,"SMO11_ARATH",8
"8313","SMO12_ARATH",0.011497095,"SMO12_ARATH",2
"8314","SMO21_ARATH",0.469028864,"SMO21_ARATH",1
"8315","SMO22_ARATH",0.298800481,"SMO22_ARATH",2
"8316","SMST_SANMU",0.844755002,"SMST_SANMU",1
"8317","SMT1_ORYSJ",0.116955124,"SMT1_ORYSJ",14
"8318","SMT2_ORYSJ",0.095790664,"SMT2_ORYSJ",5
"8319","SMU1_ARATH",0.638464883,"SMU1_ARATH",4
"8320","SMU2_ARATH",0.000391725,"SMU2_ARATH",10
"8321","SNAA_SOLTU",0.899568333,"SNAA_SOLTU",1
"8322","SNAA_VITVI",0.157814554,"SNAA_VITVI",3
"8323","SNAG_ARATH",0.592841963,"SNAG_ARATH",4
"8324","SNC1_ARATH",1,"SNC1_ARATH",1
"8325","SND1_DANRE",0.995410142,"SND1_DANRE",1
"8326","SND1_RAT",1,"SND1_RAT",1
"8327","SNF12_ARATH",0.60947034,"SNF12_ARATH",4
"8328","SNF4_ARATH",0.477903523,"SNF4_ARATH",8
"8329","SNL1_ARATH",0.821601913,"SNL1_ARATH",1
"8330","SNL3_ARATH",0.765385899,"SNL3_ARATH",5
"8331","SNL4_ARATH",0.004915385,"SNL4_ARATH",8
"8332","SNM1_ARATH",0.689888434,"SNM1_ARATH",1
"8333","SNP33_ARATH",0.134612003,"SNP33_ARATH",4
"8334","SNR27_MOUSE",0.729894672,"SNR27_MOUSE",1
"8335","SNR40_BOVIN",0.848469066,"SNR40_BOVIN",2
"8336","SNR40_HUMAN",0.505872271,"SNR40_HUMAN",2
"8337","SNUT2_MOUSE",0.382939116,"SNUT2_MOUSE",2
"8338","SNX1_ARATH",0.351505706,"SNX1_ARATH",3
"8339","SNX13_MOUSE",0.723874268,"SNX13_MOUSE",1
"8340","SNX16_HUMAN",0.349487578,"SNX16_HUMAN",2
"8341","SNX16_MOUSE",0.945573656,"SNX16_MOUSE",1
"8342","SNX29_MOUSE",0.860650539,"SNX29_MOUSE",1
"8343","SNX2A_ARATH",0.447616593,"SNX2A_ARATH",4
"8344","SOC1_ARATH",0.465939225,"SOC1_ARATH",1
"8345","SODC2_MAIZE",0.581777727,"SODC2_MAIZE",3
"8346","SODC2_MESCR",0.357558597,"SODC2_MESCR",1
"8347","SODC4_MAIZE",0.208662817,"SODC4_MAIZE",5
"8348","SODCP_ORYSJ",0.699919786,"SODCP_ORYSJ",2
"8349","SODF1_ORYSJ",0.554087853,"SODF1_ORYSJ",1
"8350","SODF2_ORYSJ",0.301176855,"SODF2_ORYSJ",1
"8351","SODM1_MAIZE",0.100590266,"SODM1_MAIZE",6
"8352","SOL1_ARATH",0.701330801,"SOL1_ARATH",3
"8353","SORCN_SCHJA",0.542580362,"SORCN_SCHJA",2
"8354","SOT1_ARATH",0.940507862,"SOT1_ARATH",1
"8355","SOT16_ARATH",0.455098652,"SOT16_ARATH",3
"8356","SOT17_ARATH",0.298934785,"SOT17_ARATH",1
"8357","SOT3_ARATH",0.988302248,"SOT3_ARATH",1
"8358","SOT5_ARATH",0.980811969,"SOT5_ARATH",1
"8359","SOT9_ARATH",0.176282124,"SOT9_ARATH",2
"8360","SOX_ARATH",0.079344011,"SOX_ARATH",3
"8361","SP1L1_ARATH",0.334642853,"SP1L1_ARATH",1
"8362","SP1L1_ORYSJ",0.818455707,"SP1L1_ORYSJ",1
"8363","SP1L2_ORYSJ",0.740254033,"SP1L2_ORYSJ",3
"8364","SP1L3_ORYSJ",0.159640035,"SP1L3_ORYSJ",3
"8365","SP201_HUMAN",0.951706876,"SP201_HUMAN",1
"8366","SP2L_ARATH",0.765418597,"SP2L_ARATH",2
"8367","SPA_SOLLC",0.061322902,"SPA_SOLLC",3
"8368","SPA2_ARATH",0.19470817,"SPA2_ARATH",3
"8369","SPA3_ARATH",0.605326693,"SPA3_ARATH",2
"8370","SPA4_ARATH",0.161001821,"SPA4_ARATH",9
"8371","SPAG1_DANRE",0.684342066,"SPAG1_DANRE",1
"8372","SPAST_CHICK",0.499960418,"SPAST_CHICK",2
"8373","SPAST_XENLA",0.031907652,"SPAST_XENLA",5
"8374","SPB1_DICDI",0.471892528,"SPB1_DICDI",3
"8375","SPB1_RAT",1,"SPB1_RAT",1
"8376","SPC3A_ARATH",0.722261534,"SPC3A_ARATH",1
"8377","SPC3B_ARATH",0.281663061,"SPC3B_ARATH",1
"8378","SPCS1_ARATH",0.269053992,"SPCS1_ARATH",2
"8379","SPCS2_ARATH",0.4043789,"SPCS2_ARATH",5
"8380","SPD1_ORYSJ",0.152517488,"SPD1_ORYSJ",3
"8381","SPE1_ORYSJ",0.496986382,"SPE1_ORYSJ",5
"8382","SPF27_ARATH",0.522340349,"SPF27_ARATH",2
"8383","SPF30_XENTR",0.124208304,"SPF30_XENTR",6
"8384","SPG20_MOUSE",0.662049979,"SPG20_MOUSE",1
"8385","SPG21_DANRE",0.75040923,"SPG21_DANRE",3
"8386","SPG21_XENLA",0.896507062,"SPG21_XENLA",1
"8387","SPHK1_ARATH",0.518686842,"SPHK1_ARATH",2
"8388","SPHK2_ARATH",0.392273178,"SPHK2_ARATH",3
"8389","SPIN1_ORYSJ",0.051035693,"SPIN1_ORYSJ",10
"8390","SPK1_ARATH",0.63165894,"SPK1_ARATH",5
"8391","SPKUL_DICDI",0.39251048,"SPKUL_DICDI",2
"8392","SPL1_ORYSJ",0.269084515,"SPL1_ORYSJ",5
"8393","SPL11_ORYSJ",0.292465562,"SPL11_ORYSJ",1
"8394","SPL15_ORYSJ",0.015305514,"SPL15_ORYSJ",18
"8395","SPL3_ORYSJ",0.114410378,"SPL3_ORYSJ",1
"8396","SPL4_ORYSJ",0.27340704,"SPL4_ORYSJ",1
"8397","SPL6_ORYSJ",0.181859414,"SPL6_ORYSJ",9
"8398","SPL9_ORYSJ",0.049581426,"SPL9_ORYSJ",6
"8399","SPLA_DICDI",0.48608565,"SPLA_DICDI",3
"8400","SPN1_CHICK",0.776885034,"SPN1_CHICK",1
"8401","SPNS2_ARATH",0.068445337,"SPNS2_ARATH",3
"8402","SPNS3_ARATH",0.782347638,"SPNS3_ARATH",3
"8403","SPO11_ORYSJ",1,"SPO11_ORYSJ",1
"8404","SPOP_XENTR",0.603526475,"SPOP_XENTR",1
"8405","SPP1_MAIZE",0.68595077,"SPP1_MAIZE",4
"8406","SPP1_ORYSJ",0.237942286,"SPP1_ORYSJ",1
"8407","SPPA1_ARATH",0.417959132,"SPPA1_ARATH",2
"8408","SPS1_ORYSJ",0.577785601,"SPS1_ORYSJ",5
"8409","SPS2_ORYSJ",0.112233704,"SPS2_ORYSJ",6
"8410","SPS3_ORYSJ",0.341376458,"SPS3_ORYSJ",4
"8411","SPSA_MAIZE",0.559327456,"SPSA_MAIZE",8
"8412","SPSA2_ORYSJ",0.587323703,"SPSA2_ORYSJ",5
"8413","SPSA3_ORYSJ",0.688353213,"SPSA3_ORYSJ",3
"8414","SPSA4_ARATH",0.021073032,"SPSA4_ARATH",7
"8415","SPSA4_ORYSJ",0.413112338,"SPSA4_ORYSJ",5
"8416","SPSA5_ORYSJ",0.488283463,"SPSA5_ORYSJ",10
"8417","SPSY_ARATH",0.433842157,"SPSY_ARATH",9
"8418","SPT16_MAIZE",0.165385835,"SPT16_MAIZE",4
"8419","SPT20_HUMAN",0.157569781,"SPT20_HUMAN",3
"8420","SPT41_ARATH",0.446038591,"SPT41_ARATH",4
"8421","SPT51_ARATH",6.43e-14,"SPT51_ARATH",5
"8422","SPT6H_DROME",0.705766327,"SPT6H_DROME",2
"8423","SPT6H_HUMAN",0.77261165,"SPT6H_HUMAN",1
"8424","SPUE_PSEAE",0.935729978,"SPUE_PSEAE",2
"8425","SPX1_ORYSI",0.629945279,"SPX1_ORYSI",1
"8426","SPX1_ORYSJ",0.091006226,"SPX1_ORYSJ",11
"8427","SPX4_ORYSJ",0.595480455,"SPX4_ORYSJ",2
"8428","SPXM1_ORYSJ",0.594024326,"SPXM1_ORYSJ",3
"8429","SPXM2_ORYSJ",0.002965648,"SPXM2_ORYSJ",9
"8430","SPXM3_ORYSJ",0.699441947,"SPXM3_ORYSJ",1
"8431","SPXS1_DICDI",0.883241286,"SPXS1_DICDI",1
"8432","SPXS3_DICDI",1,"SPXS3_DICDI",1
"8433","SPY_EUSER",0.895014404,"SPY_EUSER",2
"8434","SPY_HORVU",1,"SPY_HORVU",1
"8435","SPY_ORYSJ",0.831946157,"SPY_ORYSJ",2
"8436","SPZ2B_WHEAT",0.069265884,"SPZ2B_WHEAT",1
"8437","SPZX_HORVU",0.664209931,"SPZX_HORVU",4
"8438","SPZXA_ORYSJ",0.600528628,"SPZXA_ORYSJ",5
"8439","SQD1_SPIOL",0.708510608,"SQD1_SPIOL",2
"8440","SQD2_ARATH",0.221961648,"SQD2_ARATH",13
"8441","SQS1_YARLI",0.602241455,"SQS1_YARLI",2
"8442","SR140_MOUSE",0.863777998,"SR140_MOUSE",1
"8443","SR140_PONAB",0.655160819,"SR140_PONAB",1
"8444","SR30_ARATH",0.026161746,"SR30_ARATH",9
"8445","SR34_ARATH",0.159232416,"SR34_ARATH",4
"8446","SR43C_ORYSJ",0.058425033,"SR43C_ORYSJ",2
"8447","SR45_ARATH",0.076090704,"SR45_ARATH",6
"8448","SR45A_ARATH",0.00645228,"SR45A_ARATH",21
"8449","SR542_HORVU",0.980240249,"SR542_HORVU",1
"8450","SR542_SOLLC",0.793504178,"SR542_SOLLC",2
"8451","SR54C_ARATH",0.134219258,"SR54C_ARATH",9
"8452","SRAC1_BOVIN",0.953078758,"SRAC1_BOVIN",1
"8453","SRC2_SOYBN",0.738951364,"SRC2_SOYBN",2
"8454","SRC28_ARATH",0.013270802,"SRC28_ARATH",5
"8455","SRC30_ARATH",0.000391788,"SRC30_ARATH",9
"8456","SRC33_ARATH",0.291050134,"SRC33_ARATH",3
"8457","SRD2_ARATH",0.696204754,"SRD2_ARATH",1
"8458","SRF1_ARATH",0.213634945,"SRF1_ARATH",1
"8459","SRF3_ARATH",0.132857744,"SRF3_ARATH",6
"8460","SRF6_ARATH",0.173511801,"SRF6_ARATH",5
"8461","SRF7_ARATH",0.198367536,"SRF7_ARATH",5
"8462","SRF8_ARATH",0.352417662,"SRF8_ARATH",2
"8463","SRFR1_ARATH",0.484984079,"SRFR1_ARATH",4
"8464","SRG1_ARATH",0.092245622,"SRG1_ARATH",9
"8465","SRK_ARATH",0.496702993,"SRK_ARATH",5
"8466","SRO1_ARATH",0.399695114,"SRO1_ARATH",5
"8467","SRO3_ARATH",0.150432626,"SRO3_ARATH",1
"8468","SRP_VITRI",0.066057509,"SRP_VITRI",7
"8469","SRP09_MAIZE",0.542779325,"SRP09_MAIZE",1
"8470","SRP14_ORYSJ",0.876348505,"SRP14_ORYSJ",2
"8471","SRP19_ORYSJ",0.806684831,"SRP19_ORYSJ",1
"8472","SRP68_CANLF",0.896978824,"SRP68_CANLF",2
"8473","SRP72_CANLF",0.681552751,"SRP72_CANLF",2
"8474","SRP72_DICDI",0.436300394,"SRP72_DICDI",1
"8475","SRPK_PHYPO",0.830443734,"SRPK_PHYPO",3
"8476","SRPK1_HUMAN",0.526837103,"SRPK1_HUMAN",3
"8477","SRPK1_MOUSE",0.705743529,"SRPK1_MOUSE",1
"8478","SRPR_DICDI",0.830916403,"SRPR_DICDI",2
"8479","SRPR_DROME",0.673843224,"SRPR_DROME",5
"8480","SRPRB_MOUSE",0.363815063,"SRPRB_MOUSE",4
"8481","SRR_ORYSJ",0.04703765,"SRR_ORYSJ",2
"8482","SRR1_ARATH",0.574394542,"SRR1_ARATH",1
"8483","SRRM1_CHICK",0.682663311,"SRRM1_CHICK",1
"8484","SRRT_ARATH",0.151120532,"SRRT_ARATH",8
"8485","SRS1_ORYSJ",0.440220644,"SRS1_ORYSJ",4
"8486","SRS31_ARATH",0.540991281,"SRS31_ARATH",4
"8487","SRS41_ARATH",0.316120506,"SRS41_ARATH",2
"8488","SRX_ARATH",0.937482488,"SRX_ARATH",1
"8489","SSB_RHOBA",0.43498817,"SSB_RHOBA",1
"8490","SSBP_ARATH",0.822620831,"SSBP_ARATH",2
"8491","SSC14_ARATH",0.133778507,"SSC14_ARATH",4
"8492","SSDH_ORYSJ",0.293662651,"SSDH_ORYSJ",5
"8493","SSG1B_HORVU",0.429317741,"SSG1B_HORVU",1
"8494","SSL10_ARATH",0.002692652,"SSL10_ARATH",2
"8495","SSL11_ARATH",0.856457305,"SSL11_ARATH",1
"8496","SSL13_ARATH",0.184050982,"SSL13_ARATH",2
"8497","SSL3_ARATH",0.081517101,"SSL3_ARATH",2
"8498","SSL4_ARATH",0.241429995,"SSL4_ARATH",3
"8499","SSRA_ARATH",0.421162936,"SSRA_ARATH",3
"8500","SSRB_CANLF",0.660183235,"SSRB_CANLF",3
"8501","SSRB_MOUSE",0.225766441,"SSRB_MOUSE",1
"8502","SSRP1_MAIZE",0.017042253,"SSRP1_MAIZE",7
"8503","SST_FESAR",0.96005376,"SST_FESAR",1
"8504","SSU72_CHICK",0.685946978,"SSU72_CHICK",1
"8505","SSUH2_HUMAN",0.625935967,"SSUH2_HUMAN",1
"8506","SSUH2_MOUSE",0.904685455,"SSUH2_MOUSE",2
"8507","SSY1_WHEAT",0.307014374,"SSY1_WHEAT",2
"8508","SSY21_ORYSJ",0.213292901,"SSY21_ORYSJ",7
"8509","SSY22_ORYSJ",0.52143784,"SSY22_ORYSJ",5
"8510","SSY23_ORYSJ",0.302750456,"SSY23_ORYSJ",1
"8511","SSY3_SOLTU",0.41820154,"SSY3_SOLTU",3
"8512","SSY4_ARATH",0.752039572,"SSY4_ARATH",2
"8513","ST38L_HUMAN",1,"ST38L_HUMAN",1
"8514","ST7R_ARATH",0.380285505,"ST7R_ARATH",5
"8515","STA_RICCO",0.743834415,"STA_RICCO",1
"8516","STA1_ARATH",0.008371933,"STA1_ARATH",9
"8517","STAD2_ORYSJ",0.442153479,"STAD2_ORYSJ",4
"8518","STAD5_ORYSJ",0.378840329,"STAD5_ORYSJ",2
"8519","STAR1_ORYSJ",0.232540041,"STAR1_ORYSJ",4
"8520","STAR2_ORYSJ",0.362620873,"STAR2_ORYSJ",5
"8521","STAR7_HUMAN",0.763931001,"STAR7_HUMAN",2
"8522","STAR7_MOUSE",0.372119641,"STAR7_MOUSE",6
"8523","STB5L_HUMAN",0.710853102,"STB5L_HUMAN",1
"8524","STC_RICCO",0.557634683,"STC_RICCO",6
"8525","STE20_TALMA",0.024820454,"STE20_TALMA",3
"8526","STEP1_ARATH",0.420807539,"STEP1_ARATH",6
"8527","STEP2_ARATH",0.533827756,"STEP2_ARATH",3
"8528","STI1_SCHPO",0.803219406,"STI1_SCHPO",1
"8529","STIP1_ARATH",0.779038714,"STIP1_ARATH",1
"8530","STIP1_CAEEL",0.55077538,"STIP1_CAEEL",1
"8531","STIP1_DICDI",0.665801967,"STIP1_DICDI",1
"8532","STK16_HUMAN",0.559054919,"STK16_HUMAN",1
"8533","STK16_MOUSE",1,"STK16_MOUSE",1
"8534","STK19_HUMAN",0.935638023,"STK19_HUMAN",1
"8535","STK19_MOUSE",0.233343117,"STK19_MOUSE",2
"8536","STLP1_ORYSI",0.355919848,"STLP1_ORYSI",1
"8537","STLP1_ORYSJ",0.937667522,"STLP1_ORYSJ",1
"8538","STLP2_ARATH",0.748109965,"STLP2_ARATH",1
"8539","STLP5_ORYSJ",0.817586704,"STLP5_ORYSJ",1
"8540","STML2_HUMAN",0.862233246,"STML2_HUMAN",1
"8541","STN8_ARATH",0.279998097,"STN8_ARATH",5
"8542","STOP1_ARATH",0.161004337,"STOP1_ARATH",4
"8543","STOP1_ORYSJ",0.252772838,"STOP1_ORYSJ",3
"8544","STORR_PAPSO",0.970497443,"STORR_PAPSO",1
"8545","STP13_ARATH",0.048281441,"STP13_ARATH",11
"8546","STP14_ARATH",0.537680694,"STP14_ARATH",2
"8547","STP5_ARATH",0.529878844,"STP5_ARATH",2
"8548","STP7_ARATH",0.458002007,"STP7_ARATH",4
"8549","STR1_ARATH",0.106279648,"STR1_ARATH",9
"8550","STR10_ARATH",0.101345433,"STR10_ARATH",2
"8551","STR11_ARATH",0.164884257,"STR11_ARATH",5
"8552","STR12_ARATH",0.799430538,"STR12_ARATH",3
"8553","STR14_ARATH",0.581598899,"STR14_ARATH",3
"8554","STR15_ARATH",0.118201424,"STR15_ARATH",2
"8555","STR4_ARATH",0.03618343,"STR4_ARATH",9
"8556","STR4A_ARATH",0.891959244,"STR4A_ARATH",2
"8557","STR6_ARATH",0.186499593,"STR6_ARATH",3
"8558","STR7_ARATH",0.061982987,"STR7_ARATH",3
"8559","STR8_ARATH",0.270328978,"STR8_ARATH",3
"8560","STR9_ARATH",7.32e-05,"STR9_ARATH",6
"8561","STRAP_DICDI",0.498112249,"STRAP_DICDI",2
"8562","STRUM_DICDI",0.121794241,"STRUM_DICDI",5
"8563","STRUM_PONAB",0.557603445,"STRUM_PONAB",1
"8564","STT3A_ORYSJ",0.146865164,"STT3A_ORYSJ",4
"8565","STT3B_ORYSJ",0.317876878,"STT3B_ORYSJ",3
"8566","STT7_ARATH",0.616534133,"STT7_ARATH",3
"8567","STY17_ARATH",0.12154635,"STY17_ARATH",12
"8568","STY46_ARATH",0.307164751,"STY46_ARATH",14
"8569","STY8_ARATH",0.016473816,"STY8_ARATH",18
"8570","SUB_ARATH",0.016437505,"SUB_ARATH",1
"8571","SUCA_ORYSJ",0.426869284,"SUCA_ORYSJ",4
"8572","SUCB_ORYSJ",0.66284393,"SUCB_ORYSJ",3
"8573","SUCD_METS5",0.562634323,"SUCD_METS5",2
"8574","SUD1_ARATH",0.413043056,"SUD1_ARATH",16
"8575","SUF4_ARATH",0.065072248,"SUF4_ARATH",12
"8576","SUFE1_ARATH",0.440836598,"SUFE1_ARATH",5
"8577","SUGP1_ARATH",0.427678592,"SUGP1_ARATH",6
"8578","SUI1_MAIZE",0.18700907,"SUI1_MAIZE",3
"8579","SUI1_ORYSJ",0.25873331,"SUI1_ORYSJ",4
"8580","SUI1_SALBA",0.755668695,"SUI1_SALBA",1
"8581","SUMO1_ORYSJ",0.437307096,"SUMO1_ORYSJ",4
"8582","SUN1_ARATH",0.752403017,"SUN1_ARATH",1
"8583","SUN2_ARATH",0.658097645,"SUN2_ARATH",3
"8584","SUOX_ARATH",0.183417352,"SUOX_ARATH",7
"8585","SURE_SULSY",0.633257476,"SURE_SULSY",2
"8586","SUS1_ARATH",0.305769623,"SUS1_ARATH",5
"8587","SUS1_MAIZE",0.569768892,"SUS1_MAIZE",4
"8588","SUS2_MAIZE",0.102725632,"SUS2_MAIZE",5
"8589","SUS4_ORYSJ",0.384572389,"SUS4_ORYSJ",4
"8590","SUS5_ORYSJ",0.819550739,"SUS5_ORYSJ",1
"8591","SUS7_ORYSJ",0.144609483,"SUS7_ORYSJ",2
"8592","SUT1_ORYSJ",0.352208406,"SUT1_ORYSJ",2
"8593","SUT1_STYHA",0.895936304,"SUT1_STYHA",1
"8594","SUT12_ARATH",0.231298021,"SUT12_ARATH",2
"8595","SUT13_ARATH",0.918631749,"SUT13_ARATH",3
"8596","SUT2_ORYSI",0.283141614,"SUT2_ORYSI",2
"8597","SUT2_ORYSJ",0.81528631,"SUT2_ORYSJ",2
"8598","SUT2_STYHA",0.735370634,"SUT2_STYHA",2
"8599","SUT21_ARATH",0.675130781,"SUT21_ARATH",1
"8600","SUT22_ARATH",0.984531194,"SUT22_ARATH",1
"8601","SUT3_STYHA",0.382255194,"SUT3_STYHA",6
"8602","SUT31_ARATH",0.465267623,"SUT31_ARATH",12
"8603","SUT33_ARATH",0.307383286,"SUT33_ARATH",6
"8604","SUT34_ARATH",0.746412322,"SUT34_ARATH",1
"8605","SUT4_ORYSJ",0.707060414,"SUT4_ORYSJ",2
"8606","SUT41_ARATH",0.523898672,"SUT41_ARATH",3
"8607","SUT42_ARATH",0.811369809,"SUT42_ARATH",1
"8608","SUVH1_ARATH",0.43396837,"SUVH1_ARATH",2
"8609","SUVH1_TOBAC",0.134866848,"SUVH1_TOBAC",4
"8610","SUVH3_ARATH",0.021374959,"SUVH3_ARATH",8
"8611","SUVH5_ARATH",0.896464656,"SUVH5_ARATH",3
"8612","SUVH6_ARATH",0.74988435,"SUVH6_ARATH",2
"8613","SUVH9_ARATH",0.689242901,"SUVH9_ARATH",3
"8614","SUVR1_ARATH",0.187298476,"SUVR1_ARATH",2
"8615","SUVR2_ARATH",0.056768657,"SUVR2_ARATH",1
"8616","SUVR4_ARATH",0.832855892,"SUVR4_ARATH",2
"8617","SUVR5_ARATH",0.314842815,"SUVR5_ARATH",2
"8618","SVKA_DICDI",0.18370306,"SVKA_DICDI",2
"8619","SWA1_ARATH",0.67780844,"SWA1_ARATH",2
"8620","SWC2_ARATH",0.171245609,"SWC2_ARATH",5
"8621","SWC4_ARATH",0.448852986,"SWC4_ARATH",7
"8622","SWC6_ARATH",0.741588908,"SWC6_ARATH",1
"8623","SWET4_ORYSJ",0.769002414,"SWET4_ORYSJ",1
"8624","SWI3A_ARATH",0.036967891,"SWI3A_ARATH",4
"8625","SWI3B_ARATH",0.220613908,"SWI3B_ARATH",6
"8626","SWI3C_ARATH",0.960578808,"SWI3C_ARATH",3
"8627","SWI3D_ARATH",0.10434944,"SWI3D_ARATH",8
"8628","SWT13_ORYSJ",0.096438642,"SWT13_ORYSJ",4
"8629","SWT17_ARATH",0.312762438,"SWT17_ARATH",1
"8630","SWT1A_SORBI",1,"SWT1A_SORBI",1
"8631","SWT1B_ORYSI",0.56207672,"SWT1B_ORYSI",3
"8632","SWT2A_SORBI",0.973706392,"SWT2A_SORBI",1
"8633","SWT2B_ORYSJ",0.12650448,"SWT2B_ORYSJ",3
"8634","SWT3A_ORYSJ",0.470977083,"SWT3A_ORYSJ",2
"8635","SWT6A_ORYSJ",0.90750791,"SWT6A_ORYSJ",1
"8636","SY131_ARATH",0.210487799,"SY131_ARATH",3
"8637","SY132_ARATH",0.673345946,"SY132_ARATH",3
"8638","SYA_ARATH",0.417692332,"SYA_ARATH",4
"8639","SYAP_SORBI",0.196849023,"SYAP_SORBI",7
"8640","SYCC2_ARATH",0.592336911,"SYCC2_ARATH",1
"8641","SYCM_ARATH",0.50715137,"SYCM_ARATH",7
"8642","SYD_ARATH",0.030554439,"SYD_ARATH",10
"8643","SYDC1_ARATH",0.389572199,"SYDC1_ARATH",1
"8644","SYDC2_ARATH",0.269979049,"SYDC2_ARATH",4
"8645","SYDM_ARATH",0.356419136,"SYDM_ARATH",2
"8646","SYE_HORVU",0.188737616,"SYE_HORVU",3
"8647","SYEC_ARATH",0.33018482,"SYEC_ARATH",8
"8648","SYF1_MOUSE",0.966818946,"SYF1_MOUSE",1
"8649","SYF1_SCHPO",0.159893092,"SYF1_SCHPO",1
"8650","SYF2_XENTR",0.399458244,"SYF2_XENTR",3
"8651","SYFA_ARATH",0.21820853,"SYFA_ARATH",7
"8652","SYFB_ARATH",0.294117112,"SYFB_ARATH",3
"8653","SYFM_ARATH",0.349980508,"SYFM_ARATH",3
"8654","SYGM1_ARATH",0.014515737,"SYGM1_ARATH",10
"8655","SYGM2_ARATH",0.000694916,"SYGM2_ARATH",9
"8656","SYHC_ORYSJ",0.594263271,"SYHC_ORYSJ",2
"8657","SYHM_ARATH",0.736828052,"SYHM_ARATH",4
"8658","SYIC_ARATH",0.046414855,"SYIC_ARATH",9
"8659","SYIM_ARATH",0.631051138,"SYIM_ARATH",2
"8660","SYK_ORYSJ",0.151200237,"SYK_ORYSJ",4
"8661","SYKM_ARATH",0.148004757,"SYKM_ARATH",3
"8662","SYL_GEOSW",0.967947429,"SYL_GEOSW",1
"8663","SYLC_ARATH",0.078918129,"SYLC_ARATH",11
"8664","SYLM_ARATH",0.215201555,"SYLM_ARATH",6
"8665","SYM_ORYSJ",0.248769706,"SYM_ORYSJ",8
"8666","SYMC_ARATH",0.314085812,"SYMC_ARATH",3
"8667","SYMM_ARATH",0.692925213,"SYMM_ARATH",4
"8668","SYMPK_HUMAN",0.501076661,"SYMPK_HUMAN",5
"8669","SYMPK_MOUSE",0.785100064,"SYMPK_MOUSE",2
"8670","SYNC1_ARATH",0.277849266,"SYNC1_ARATH",2
"8671","SYNC3_ARATH",0.192623543,"SYNC3_ARATH",1
"8672","SYNO_ARATH",0.825110643,"SYNO_ARATH",2
"8673","SYP22_ARATH",0.281856224,"SYP22_ARATH",5
