"","gene","dr7","dr8","ww8","ww9"
"410","ALG11_ARATH",6.622,4.594,4.338,5.648
"411","ALG12_ARATH",3.775,0,4.143,2.99
"412","ALG13_RAT",13.373,6.391,8.892,17.95
"413","ALG14_MOUSE",10.712,9.856,6.482,4.016
"414","ALG2_HUMAN",5.843,13.665,9.682,13.064
"415","ALG2_MOUSE",5.792,8.14,6.605,5.7405
"416","ALG5_DICDI",3.775,0,11.148,2.902
"417","ALG5_DROME",6.668,8.339,1.959,1.7
"418","ALG6_ARATH",2.374,2.464,1.169,7.094
"419","ALG9_ARATH",9.502,5.34285714285714,6.92285714285714,9.03542857142857
"420","ALIS1_ARATH",12.529,18.776,17.466,17.266
"421","ALIS2_ARATH",12.817,13.191,9.518,2.765
"422","ALIS3_ARATH",16.6396,16.2452,13.6918,17.594
"423","ALIS5_ARATH",9.7285,11.8785,5.779,9.224
"424","ALIX_DICDI",13.373,10.975,10.102,14.2315
"425","ALKB5_MOUSE",13.299,3.163,4.554,2.638
"426","ALKB8_XENTR",3.79,1.74666666666667,2.32466666666667,2.76533333333333
"427","ALKBH_ARATH",7.8085,16.554,10.964,6.864
"428","ALKE_BABBO",14.56,32.871,12.41,24.281
"429","ALL9_OLEEU",10.656,13.073,14.868,16.1876666666667
"430","ALLN_ALLCE",30.206,21.423,15.579,18.741
"431","ALLN_ALLCG",36.4705,13.4495,29.958,33.7885
"432","ALLN2_ALLSA",2.05,9.49,1.518,10.563
"433","ALMT3_ARATH",10.109,6.671,7.302,7.27
"434","ALMT9_ARATH",5.7685,4.4115,5.569,6.0775
"435","ALT3_ARATH",12.044,13.3456666666667,18.9803333333333,10.507
"436","ALY2_ARATH",7.957,6.784,9.569,4.871
"437","ALY3_ARATH",9.89842857142857,9.36871428571429,8.64014285714286,7.44014285714286
"438","AMERL_ARATH",7.0295,7.7575,8.641,8.183
"439","AMI1_ARATH",12.0795,19.486,10.174,12.8145
"440","AMO_ARATH",19.9208333333333,14.237,17.3996666666667,9.98916666666667
"441","AMO_LENCU",11.917,9.221,8.841,6.4
"442","AMO_PEA",2.569,2.17,6.14666666666667,3.12666666666667
"443","AMO1_ARTS1",8.319,3.96,5.487,5.355
"444","AMO2_ARTS1",2.421,2.507,4.759,11.364
"445","AMOH_ARTGO",0.686,5.262,1.415,2.306
"446","AMPD_ARATH",50.4603333333333,29.948,42.5456666666667,45.4943333333333
"447","AMPD_ORYSJ",13.5142,22.7548,12.736,16.4956
"448","AMPL2_ORYSJ",21.8931666666667,17.6888333333333,20.0848333333333,14.5851666666667
"449","AMPP1_COPC7",17.4446666666667,14.3463333333333,17.7636666666667,13.1486666666667
"450","AMPP1_EMENI",13.605,13.977,13.107,13.719
"451","AMPP1_PARBP",28.638,19.593,20.492,21.555
"452","AMRA1_HUMAN",4.164,12.3093333333333,6.598,7.68633333333333
"453","AMSH1_ARATH",8.829,7.0585,10.7075,12.4435
"454","AMSH2_ARATH",4.500375,7.9205,4.78175,8.458125
"455","AMSH3_ARATH",12.6126666666667,6.97933333333333,12.01,9.61466666666667
"456","AMT11_ORYSJ",43.3223333333333,62.2813333333333,65.1676666666667,53.606
"457","AMT32_ORYSJ",29.25,11.244,39.906,43.403
"458","AMY_STRGR",17.055,15.117,26.758,14.911
"459","AMY_STRVL",22.88175,16.0805,20.12475,20.41925
"460","AMY2_ARATH",4.69025,2.3725,5.74825,5.34725
"461","AMY3_ARATH",19.464,15.45925,13.7715,12.6585
"462","AMYB_MAIZE",7.60316666666667,24.3905,24.5053333333333,11.7871666666667
"463","AMYB_MEDSA",25.43,29.568,49.619,41.39
"464","AMYB_WHEAT",14.514,30.913,41.865,18.35
"465","AN13B_MOUSE",6.59066666666667,7.60366666666667,7.63033333333333,9.04166666666667
"466","AN13C_DANRE",16.693,13.816,19.271,10.025
"467","AN321_ORYSJ",25.94875,26.21875,22.90425,17.411125
"468","ANAG_HUMAN",5.443875,5.628625,5.64475,8.96625
"469","ANGLT_ROSHC",15.0376153846154,17.1965384615385,15.5349230769231,13.1970769230769
"470","ANK1_HUMAN",10.4482,5.5518,7.6366,8.1336
"471","ANK2_HUMAN",14.273,4.099,8.995,20.05
"472","ANK3_HUMAN",6.965,8.005,5.538,10.778
"473","ANKZ1_HUMAN",6.186,1.937,5.456,5.521
"474","ANM1_ORYSJ",15.812,3.4325,9.569,7.7685
"475","ANM3_ORYSI",24.28,0,20.471,3.488
"476","ANM3_ORYSJ",8.217,4.91975,7.13575,5.88475
"477","ANM5_ORYSJ",11.194,2.937,4.779,5.912
"478","ANM62_ORYSJ",4.155,0,8.369,3.293
"479","ANR28_MOUSE",8.579,14.579,12.656,16.982
"480","ANT1_ARATH",16.771,3.73033333333333,10.844,10.9113333333333
"481","ANTA_GENTR",3.756,5.025,1.456,1.7735
"482","ANTL1_ARATH",9.1075,22.11375,15.543,13.2325
"483","ANTL2_ARATH",10.906,17.108,11.2,13.171
"484","ANTR6_ARATH",30.521,39.295,57.926,41.566
"485","ANX1_ARATH",5.175,2.679,6.379,6.644
"486","ANX4_FRAAN",6.993,7.338,14.338,13.592
"487","ANXD1_ARATH",17.519,8.167,12.953,5.628
"488","ANXD3_ARATH",8.653,6.488,25.322,25.561
"489","ANXD4_ARATH",10.869,17.119,17.097,30.5445
"490","ANXD5_ARATH",23.607,37.767,36.1375,38.1465
"491","ANXD6_ARATH",14.477,11.954,4.287,3.733
"492","ANXD7_ARATH",17.89,12.255,9.138,10.905
"493","AOC3_ARATH",11.90325,9.31525,11.10475,13.47675
"494","AOP1C_ARATH",9.756,5.068,12.01,6.254
"495","AOX1_TOBAC",2.847,5.886,9.1385,4.28
"496","AOX1B_ARATH",3.274,4.089,3.846,5.003
"497","AOX2_SOYBN",9.079,10.265,12.184,13.758
"498","AOX2_TOBAC",15.887,24.737,16.42,20.353
"499","AOX4_ARATH",91.4677142857143,75.927,87.5271428571429,84.4727142857143
"500","AP1G1_ARATH",11.305,6.176,7.446,6.85
"501","AP1G2_ARATH",8.57875,4.815,6.3255,12.3775
"502","AP1M2_ARATH",15.97025,14.32425,13.69725,16.5645
"503","AP1S1_ARATH",10.563,7.245,9.37733333333333,6.77466666666667
"504","AP2_ARATH",10.3545,15.0995,9.241,9.70933333333333
"505","AP2A2_ARATH",10.554,6.8325,6.9125,7.866
"506","AP2L4_ARATH",4.294,2.668,1.272,14.324
"507","AP2M_ARATH",19.768,14.445,14.984,17.3385
"508","AP2S_ARATH",9.9235,19.82225,15.94525,12.87325
"509","AP2S1_MAIZE",11.324,12.729,15.271,18.604
"510","AP3D_ARATH",3.904,6.047,7.241,8.804
"511","AP3M_ARATH",6.2325,10.4535,5.0205,5.0665
"512","AP3S_ARATH",5.69733333333333,7.57133333333333,10.7823333333333,7.07433333333333
"513","AP4E_ARATH",5.773,4.84725,3.92825,5.04425
"514","AP4M_ARATH",14.6028,9.6086,13.372,14.94
"515","AP4S_ARATH",9.923,8.6185,10.7485,7.641
"516","AP5M_ARATH",7.46266666666667,7.557,10.721,6.35766666666667
"517","APAG_MAGSA",55.654,56.67425,70.14925,61.084
"518","APBLA_ARATH",7.5752,4.818,6.6008,6.8908
"519","APBLB_ARATH",27.173,22.552,27.394,16.288
"520","APBLC_ARATH",21.349,19.862,23.835,21.194
"521","APC10_ARATH",4.4865,1.28575,3.4025,3.34675
"522","APC3_DICDI",6.659,6.843,3.302,4.309
"523","APC5_ARATH",0.825,2.572,7.313,4.231
"524","APC7_ARATH",7.3495,7.6665,4.6305,5.081
"525","APE2_ARATH",3.8765,5.079,4.595,3.4295
"526","APEH_MOUSE",9.73766666666667,10.7326666666667,8.20316666666667,9.8005
"527","APG_ORYSJ",16.7725,11.2975,13.1275,13.069
"528","APG2_ARATH",32.325,27.5935,32.035,23.49
"529","APG3_ARATH",27.099,13.186,17.779,16.606
"530","APGM_IGNH4",9.098,8.393,11.774,10.875
"531","APGM_SULIY",9.441,18.216,16.43,10.064
"532","APH1_ARATH",3.195,4.2715,6.164,6.5415
"533","API5_CHICK",21.2565,13.0785,8.6355,22.068
"534","API5_PONAB",0,0,20.605,0
"535","APK1_ARATH",1.985,0,5.22,11.647
"536","APK1A_ARATH",19.281,14.924,16.2095,13.098
"537","APK1B_ARATH",12.1768,16.8046,14.3608,12.4874
"538","APK2B_ARATH",9.5439,7.0659,9.3864,10.6134
"539","APK3_ARATH",3.78366666666667,13.1626666666667,8.88866666666667,6.77133333333333
"540","APL_ARATH",9.49490909090909,9.70918181818182,11.6155454545455,10.0429090909091
"541","APM1_ARATH",3.561,9.888,6.841,5.521
"542","APM1A_ORYSJ",18.843,22.0188,19.4826,16.8474
"543","APM1B_ORYSJ",6.72383333333333,7.4025,6.20183333333333,6.39683333333333
"544","APM1C_ORYSJ",11.9263333333333,8.163,6.362,5.85633333333333
"545","APMAP_BOVIN",7.048,10.727,10.605,16.025
"546","APO1_ARATH",8.5505,5.7215,5.4075,6.77375
"547","APO2_ARATH",24.85,17.958,30.0245,22.493
"548","APR1_ORYSJ",109.62,110.8415,193.5225,152.9135
"549","APRL3_ORYSJ",18.365,16.761,16.95075,16.7625
"550","APRL4_ORYSJ",11.333,21.659,14.174,16.787
"551","APRL5_ORYSJ",8.52571428571429,13.8924285714286,8.81885714285714,10.8641428571429
"552","APRL6_ORYSJ",4.039,1.8075,3.81,10.802
"553","APRR5_ARATH",0,3.744,6.277,0
"554","APRR9_ARATH",24.4926666666667,14.5616666666667,16.9396666666667,16.2623333333333
"555","APS2_ARATH",18.3032,23.8566,27.154,22.3604
"556","APS3_ARATH",38.4163333333333,68.6793333333333,60.128,66.727
"557","APT1_WHEAT",34.889,21.9606666666667,28.4536666666667,32.6843333333333
"558","APT11_DICDI",35.844,30.106,42.03,34.306
"559","APT2_ARATH",7.53366666666667,6.20833333333333,8.95366666666667,9.43233333333333
"560","APT5_ARATH",9.2275,15.214,8.4,12.0085
"561","APX1_ORYSJ",40.1965,51.2595,81.08975,81.44
"562","APX2_ORYSJ",152.8505,139.231,161.882,162.7185
"563","APX4_ORYSJ",26.6088333333333,27.595,29.9871666666667,32.2383333333333
"564","APX6_ARATH",5.73283333333333,10.3778333333333,3.47333333333333,6.28266666666667
"565","APX6_ORYSJ",11.416,11.287,6.266,10.113
"566","APX7_ORYSJ",49.0115,32.048,49.08825,37.37925
"567","APX8_ORYSJ",46.6912,82.3614,83.448,57.4326
"568","APY1_ORYSJ",6.408,2.3455,5.0615,4.646
"569","APY3_ORYSJ",10.1153,5.5305,9.3442,10.7353
"570","APY5_ARATH",9.682,3.196,11.948,5.179
"571","APY6_ARATH",13.00675,9.35025,11.4895,10.5135
"572","APY7_ARATH",9.87366666666667,5.59866666666667,7.11766666666667,3.76166666666667
"573","AQR_HUMAN",13.855,10.545,10.492,14.305
"574","AQR_MOUSE",12.729,11.7655,10.3385,11.882
"575","ARAD1_ARATH",7.53857142857143,5.73642857142857,5.78885714285714,6.35257142857143
"576","ARAE1_ORYSJ",12.14,10.986,12.625,13.621
"577","ARAE2_ORYSJ",7.229,11.771,8.3485,9.7565
"578","ARAE3_ORYSJ",4.127,5.7725,8.5535,3.5765
"579","ARAK_ARATH",8.1242,8.1688,8.0182,9.2436
"580","ARAS2_ARATH",8.10575,19.443,6.77425,7.685
"581","ARASP_ARATH",11.3095,19.6635,9.3175,9.6585
"582","ARC1B_ARATH",3.00966666666667,1.86333333333333,2.333,2.86633333333333
"583","ARC2A_ARATH",5.954,3.4055,5.7715,5.5135
"584","ARC5_ARATH",9.849,8.0485,12.8045,4.485
"585","ARC5A_ARATH",15.692,2.991,14.625,15.673
"586","ARC6_ARATH",3.404,7.93,5.025,3.273
"587","ARF_DUGJA",14.2544,15.296,20.4794,19.032
"588","ARF_MAIZE",89.1116666666667,92.2826666666667,131.835,128.047333333333
"589","ARF1_ARATH",103.2485,93.416,98.3815,118.123
"590","ARF1_ORYSJ",70.7771428571429,89.5671428571429,67.866,82.887
"591","ARF2_ORYSJ",27.368,61.901,35.527,70.196
"592","ARF2_RAT",11.259,18.238,18.01,10.748
"593","ARF3_ARATH",18.752,3.884,6.728,8.53
"594","ARF5_ARATH",3.858,5.05366666666667,6.38933333333333,4.589
"595","ARFA_ORYSJ",10.0435,3.74425,7.364,8.5425
"596","ARFC_ORYSJ",15.7492,17.175,17.9646,12.3038
"597","ARFD_ORYSJ",33.7391428571429,22.0265714285714,24.0711428571429,28.9644285714286
"598","ARFG_ORYSJ",44.39975,26.78375,38.5065,29.311
"599","ARFH_ORYSJ",6.70816666666667,7.80983333333333,8.29716666666667,10.5153333333333
"600","ARFI_ORYSJ",23.4865833333333,20.9931666666667,24.0103333333333,22.1144166666667
"601","ARFL_ORYSI",15.07,7.812,1.241,9.673
"602","ARFN_ORYSJ",3.093,3.422,9.507,2.1495
"603","ARFO_ORYSJ",5.77466666666667,5.74033333333333,6.11433333333333,6.35283333333333
"604","ARFP_ORYSJ",5.62,0.974,5.482,7.4845
"605","ARFQ_ORYSI",8.912,14.171,15.969,14.119
"606","ARFQ_ORYSJ",8.78025,8.36275,8.1255,14.42975
"607","ARFR_ARATH",5.064,6.402,3.456,4.69
"608","ARFR_ORYSJ",8.79875,4.85025,6.9715,10.3035
"609","ARFRP_BOVIN",14.672,14.332,10.789,13.9385
"610","ARFRP_RAT",6.167,10.943,2.605,7.915
"611","ARFU_ORYSJ",13.997,10.86075,13.71,13.035875
"612","ARFV_ORYSJ",12.78,3.653,10.7745,5.1055
"613","ARFW_ORYSI",85.473,38.5876666666667,92.267,72.3453333333333
"614","ARFW_ORYSJ",76.439,43.0198,74.568,66.2444
"615","ARFX_ORYSJ",24.972,10.254,14.9044444444444,16.9344444444444
"616","ARGC_ORYSJ",4.0295,6.429,4.318,2.301
"617","ARGD_ALNGL",7.109,10.808,5.3845,6.361
"618","ARGE_ARATH",14.7348,11.347,11.973,11.5182
"619","ARGI1_ORYSI",0,0,0,4.446
"620","ARGI1_ORYSJ",3.81625,5.431,7.72275,4.20875
"621","ARGJ_MAIZE",0,0,4.554,8.55
"622","ARGJ_SORBI",7.92,5.681,4.656,4.485
"623","ARI2_ARATH",9.172,8.7315,6.959,12.37
"624","ARI5_ARATH",8.439,3.605,8.041,7.895
"625","ARI7_ARATH",44.219,34.012,53.086,35.137
"626","ARI8_ARATH",6.2515,7.4523,6.4911,6.7098
"627","ARIA_ARATH",5.552,5.21116666666667,5.0375,4.56166666666667
"628","ARID1_ARATH",4.799,2.943,9.138,10.9975
"629","ARID2_ARATH",14.393125,12.8365,10.971375,13.90675
"630","ARID3_ARATH",10.5075,12.0135,13.046,13.738
"631","ARID4_ARATH",11.615,12.0096666666667,11.14575,10.31425
"632","ARID5_ARATH",8.1475,10.1735,8.6665,9.2335
"633","ARK2_ORYSJ",5.1565,7.6395,8.533,4.4065
"634","ARL3_CHLRE",3.9302,5.1948,2.3978,2.2142
"635","ARL5A_HUMAN",11.806,4.906,11.62,16.132
"636","ARL8A_XENTR",12.3855,17.108,10.328,17.5195
"637","ARL8B_RAT",11.407,11.169,19.405,18.819
"638","ARLY_ARATH",14.7146666666667,8.981,6.85766666666667,13.585
"639","ARMC7_MOUSE",7.271,4.573,9.241,6.146
"640","ARMC8_BOVIN",19.3056666666667,24.073,19.702,21.5093333333333
"641","AROA_PETHY",22.007,9.716,1.559,6.771
"642","AROA2_TOBAC",11.324,14.316,6.8715,7.309
"643","AROC_CAPSE",49.691,34.485,46.86,45.084
"644","AROC_SYNP2",9.8725,20.0885,12.502,10.167
"645","AROC1_SOLLC",30.113,28.675,28.358,22.493
"646","AROD1_ARATH",9.367,2.281,16.543,8.0125
"647","AROD2_ARATH",13.791,14.945,11.836,9.038
"648","AROD3_ARATH",8.725,9.2298,8.7978,11.452
"649","AROD6_ARATH",23.8033333333333,28.7606666666667,19.3976666666667,26.6356666666667
"650","AROG_ARATH",5.704,9.049,0,5.335
"651","AROG_ORYSJ",134.437,82.882,109.597,149.957
"652","AROG_SOLLC",31.9445,41.6725,33.04,33.3095
"653","ARP_ARATH",3.162,0,5.836,6.078
"654","ARP1_ARATH",8.0545,11.2385,8.846,8.076
"655","ARP2_ORYSI",7.28633333333333,7.82933333333333,7.316,7.19166666666667
"656","ARP3_ARATH",0,0,0,4.035
"657","ARP3_ORYSJ",7.3175,5.9125,4.5175,4.739
"658","ARP4_ORYSJ",17.366,6.9075,14.7125,19.9575
"659","ARP5_ARATH",3.849,2.399,3.405,5.912
"660","ARP5_ORYSJ",12.0533333333333,8.24166666666667,6.766,12.4683333333333
"661","ARP6_ORYSJ",5.555,6.348,8.143,5.765
"662","ARP7_ORYSJ",5.821,1.901,6.77933333333333,5.159
"663","ARP8_ORYSJ",5.62311111111111,8.81711111111111,5.56333333333333,6.41966666666667
"664","ARP9_ORYSI",4.0665,1.657,5.5385,9.771
"665","ARP9_ORYSJ",4.7538,3.3032,3.4562,4.262
"666","ARPC3_ARATH",6.399,2.706,6.4665,3.469
"667","ARPC4_ARATH",6.705,1.323,10.43,9.019
"668","ARSA_METJA",16.0133333333333,15.7486666666667,17.3566666666667,12.5593333333333
"669","ARSA_METTH",38.497,47.838,35.496,32.196
"670","ARSB_DICDI",31.6201176470588,28.1138235294118,25.4868823529412,32.3681764705882
"671","ART1_ORYSJ",7.558,0,10.03,6.771
"672","ART2_YEAST",1327.92,2258.911,1857.196,1771.289
"673","ASA2_ORYSJ",14.4215,18.9375,18.9685,17.505
"674","ASB1_ORYSJ",14.7645,17.802,14.9995,19.415
"675","ASB14_HUMAN",5.119,0,1.518,2.638
"676","ASCC1_MOUSE",6.33433333333333,2.54266666666667,4.26666666666667,5.41666666666667
"677","ASCL1_ORYSJ",15.65,13.82375,14.0535,15.778
"678","ASD_ARATH",12.231,9.32683333333333,7.43916666666667,10.2955
"679","ASD1_ARATH",13.595,14.39475,15.9815833333333,12.1789166666667
"680","ASE1_ARATH",7.085,14.709,3.487,7.055
"681","ASE2_ARATH",8.959,12.406,13.477,16.24
"682","ASF1A_ARATH",8.532,7.134,15.876,5.794
"683","ASHH1_ARATH",4.906,18.238,2.913,13.924
"684","ASHH2_ARATH",7.56133333333333,4.795,5.42866666666667,5.29566666666667
"685","ASHH3_ARATH",2.89066666666667,1.47033333333333,2.90933333333333,1.92833333333333
"686","ASHR3_ARATH",8.643,8.995,16.984,6.449
"687","ASIL2_ARATH",7.06028571428571,8.84285714285714,8.84657142857143,8.41985714285714
"688","ASK11_ARATH",40.9035,19.0985,24.148,32.694
"689","ASK20_ARATH",7.493,6.714,14.133,11.559
"690","ASK21_ARATH",7.178,9.69066666666667,9.01833333333333,5.866
"691","ASK4_ARATH",17.2653333333333,11.0753333333333,14.451,13.0316666666667
"692","ASNA_DROGR",5.147,0,0,3.889
"693","ASNA_NEMVE",9.2185,5.208,9.082,10.0105
"694","ASNS_ASPOF",10.137,39.359,1.436,24.682
"695","ASNS_DICDI",56.7868333333333,83.2445,43.2466666666667,59.7
"696","ASNS_SANAU",3.867,7.887,0,0
"697","ASNS2_ORYSJ",3.793,5.1,6.359,5.511
"698","ASO_CUCMA",12.205,6.843,8.246,7.182
"699","ASO_CUCPM",9.079,0,4.451,5.394
"700","ASO_TOBAC",1.873,8.726,5.559,10.875
"701","ASP1_ORYSJ",14.5992,8.6982,8.9802,12.9782
"702","ASPG1_ARATH",5.493625,23.80875,15.717375,9.81275
"703","ASPG2_ARATH",1.1265,1.7915,5.1075,4.1775
"704","ASPGB_ARATH",111.296,131.5325,173.68975,157.4835
"705","ASPL1_ARATH",7.679,10.00925,8.5585,9.346
"706","ASPL2_ARATH",9.454875,7.230625,9.376875,9.60375
"707","ASPR_HORVU",4.688,20.0775,19.179,14.4125
"708","ASPR1_ORYSJ",17.412125,21.9405,19.750625,18.936625
"709","ASPRX_ORYSJ",42.4608125,34.928125,43.78075,39.354375
"710","ASR1_SOLLC",112.580714285714,59.2447142857143,109.249428571429,118.206857142857
"711","ASR3_ARATH",11.2495,18.168,19.1275,8.3595
"712","ASR3_SOLLC",439.0725,128.805,349.1335,447.703
"713","ASSY_ARATH",15.4816666666667,3.80166666666667,16.2696666666667,10.3766666666667
"714","ASTER_ARATH",9.28966666666667,16.785,11.8833333333333,10.4096666666667
"715","AT101_ARATH",10.7008333333333,6.44683333333333,10.4185,11.6665
"716","AT13A_ARATH",15.4106666666667,11.9433333333333,10.116,12.429
"717","AT18A_ARATH",20.69,20.002,22.02,20.695
"718","AT18B_ARATH",7.444,8.71166666666667,11.371,9.328
"719","AT18C_ARATH",7.1455,5.9395,5.8,14.6955
"720","AT18D_ARATH",8.77966666666667,13.8366666666667,6.83066666666667,7.16233333333333
"721","AT18F_ARATH",28.235,25.7585,29.522,30.066
"722","AT18G_ARATH",10.44725,12.925,14.14325,7.1745
"723","AT18H_ARATH",21.3355,23.94,16.343,25.6345
"724","AT74_ARATH",6.427,20.727,13.2066666666667,10.351
"725","AT7L3_DANRE",10.781,10.3565,9.256,3.1855
"726","ATAD1_BOVIN",11.416,15.139,13.63,18.184
"727","ATAD3_CAEEL",6.5105,2.2435,7.0205,9.9175
"728","ATCA1_ARATH",5.54375,7.4135,5.61275,6.07525
"729","ATCA8_ARATH",6.195,0,11.148,5.276
"730","ATD1A_DANRE",31.7028571428571,38.6674285714286,29.4687142857143,28.5067142857143
"731","ATE1_ARATH",7.7065,6.047,4.328,4.363
"732","ATE2_ARATH",19.7075,12.8525,8.092,8.0365
"733","ATESY_MAGGA",7.252,1.775,1.415,18.36
"734","ATESY_VITVI",7.939,4.627,14.882,26.45
"735","ATG10_ARATH",29.64,18.141,23.692,18.897
"736","ATG11_ARATH",5.22133333333333,8.233,8.01,5.08933333333333
"737","ATG12_MEDTR",4.77333333333333,1.908,6.86133333333333,5.99966666666667
"738","ATG16_ARATH",4.2245,5.9045,2.6025,1.7075
"739","ATG1A_ARATH",24.898,14.8843333333333,10.697,10.1003333333333
"740","ATG1C_ARATH",7.38833333333333,5.93933333333333,5.675,8.52366666666667
"741","ATG2_ARATH",13.5153333333333,7.4995,11.8886666666667,12.4581666666667
"742","ATG3_ARATH",15.8495,18.3025,20.2045,16.3665
"743","ATG4B_ORYSI",7.0715,5.0085,0.159,2.829
"744","ATG4B_ORYSJ",9.0756,12.2144,16.5902,13.4
"745","ATG5_ORYSJ",4.275,0,11.107,0
"746","ATG7_ARATH",9.993,10.13025,7.57675,5.689
"747","ATG8A_ORYSJ",33.702,28.024,38.1785,35.0095
"748","ATG8B_ORYSJ",17.44,23.2625,19.338,15.4925
"749","ATG8C_ORYSJ",27.1570909090909,26.8338181818182,23.3485454545455,23.7918181818182
"750","ATG8D_ORYSJ",13.3825,9.3985,23.3225,18.9315
"751","ATG9_ARATH",8.97883333333333,10.8763333333333,11.3928333333333,10.2823333333333
"752","ATI1_ARATH",10.0455,7.90683333333333,10.6936666666667,10.538
"753","ATK4_ARATH",2.81,13.17,6.215,16.161
"754","ATK5_ARATH",10.1595,7.5265,9.948,11.1585
"755","ATL2_ARATH",7.419,3.874,5.456,11.032
"756","ATL41_ARATH",19.531,14.622,15.661,22.395
"757","ATL41_ORYSJ",2.7915,3.271,6.9995,6.801
"758","ATL46_ARATH",8.06833333333333,6.82166666666667,11.514,7.33833333333333
"759","ATL48_ARATH",26.079,27.911,25.281,17.334
"760","ATL53_ARATH",6.483,1.7,6.338,8.237
"761","ATL55_ARATH",16.081,34.862,6.369,18.917
"762","ATL61_ORYSJ",6.241,8.414,11.087,5.081
"763","ATL72_ARATH",10.888,9.57966666666667,7.59966666666667,6.84966666666667
"764","ATL73_ARATH",17.139,19.862,9.333,13.758
"765","ATL8_ARATH",49.19,41.726,50.993,52.275
"766","ATL80_ARATH",2.281,10.523,5.087,1.475
"767","ATM_ARATH",11.75275,8.75825,10.182,11.38325
"768","ATOX1_ARATH",36.4342307692308,36.8338461538462,35.9113076923077,30.3874615384615
"769","ATP4_ARATH",31.6525,39.063,30.127,37.3065
"770","ATP4_IPOBA",21.924,31.117,25.035,34.062
"771","ATP5E_MAIZE",4.20116666666667,9.3125,10.8151666666667,7.30533333333333
"772","ATP5H_ARATH",53.0633333333333,44.4483333333333,46.8703333333333,54.1386666666667
"773","ATP7_ARATH",22.76775,22.23225,27.3605,28.26325
"774","ATPA_SACHY",13.512,17.216,13.487,15.096
"775","ATPB_AEGCR",0,0,1.046,5.433
"776","ATPB_SACOF",3.422,10.738,6.707,3.635
"777","ATPB_WHEAT",3.747,14.02,0,0
"778","ATPBM_ACTDE",31.4205,19.739,47.132,36.969
"779","ATPBM_MAIZE",61.478,55.3585,65.7725,58.5825
"780","ATPBM_ORYSJ",10.47,21.057,8.687,7.944
"781","ATPD_CHLRE",21.22625,20.1315,28.053,18.211
"782","ATPD_SORBI",55.3015,101.916375,112.4095,56.108125
"783","ATPD_TOBAC",18.7755,29.8475,17.5485,15.1795
"784","ATPE_SORBI",1.4,19.669,10.307,6.254
"785","ATPF_SORBI",3.775,11.707,8.389,6.078
"786","ATPF1_HUMAN",11.574,4.81,12.892,10.367
"787","ATPF2_HUMAN",16.332,6.563,18.133,17.305
"788","ATPG_MAIZE",1017.98,1176.761,977.078,911.391
"789","ATPG3_IPOBA",35.376,36.298,35.0475,39.5655
"790","ATPH_ZYGCR",6.548,5.886,4.79,8.892
"791","ATPI_SACOF",4.98,6.122,8.061,8.706
"792","ATPO_IPOBA",43.3845,40.20925,56.878,62.3835
"793","ATPX_SPIOL",1336.081,2271.479,1479.935,1592.898
"794","ATPZ_NOSS1",28.1235,29.4225,27.6145,23.3335
"795","ATPZ_SYNP6",31.55,28.449,47.834,30.623
"796","ATR_ORYSJ",1.02,0,3.036,5.286
"797","ATX1_ARATH",12.4645,12.675,7.974,8.4275
"798","ATX10_DICDI",7.225,4.11,11.6,5.863
"799","ATX2_ARATH",12.605,11.0968333333333,12.7331666666667,9.29566666666667
"800","ATX3_ARATH",7.521,12.696,10.195,4.417
"801","ATX3_ORYSJ",5.351,5.036,7.846,6.117
"802","ATX4_ARATH",6.72066666666667,3.86966666666667,7.046,7.14933333333333
"803","ATX5_ARATH",4.878,6.972,7.138,4.495
"804","ATXR2_ARATH",2.6105,0.8715,3.8305,1.656
"805","ATXR3_ARATH",12.0883333333333,10.4311111111111,11.7148888888889,12.8804444444444
"806","ATXR4_ARATH",6.937,5.7885,6.333,2.9605
"807","ATXR7_ARATH",7.83666666666667,3.66933333333333,6.28,9.882
"808","AUG1_ARATH",12.112,19.572,10.81,18.673
"809","AUG3_ARATH",0.872,0,5.159,6.713
"810","AUG4_ARATH",8.337,10.469,4.892,5.657
"811","AUG5_ARATH",2.365,0,3.487,4.035
"812","AUG6_ARATH",7.6732,8.8942,8.1906,7.5666
"813","AUG7_ARATH",8.996,0,5.015,5.824
"814","AUG8_ARATH",6.64966666666667,5.33666666666667,5.935,8.14233333333333
"815","AUL1_ARATH",9.243,7.23766666666667,11.562,9.06133333333333
"816","AUXI1_ARATH",8.0035,10.41,10.015,11.032
"817","AUXI2_ARATH",8.33525,5.993,9.1355,9.5585
"818","AVP_HORVU",10.693,24.8175,10.3075,7.568
"819","AVP_VIGRR",92.984125,99.566625,72.18375,67.3975
"820","AVP1_ARATH",42.9788,43.395,39.4441,36.1297
"821","AVP2_ARATH",6.385,4.96,7.964,9.732
"822","AVPX_ARATH",13.4938,11.556,11.8622,11.229
"823","AVT1_YEAST",11.1178,12.2016,6.8326,17.9768
"824","AXEP_POPTR",5.959,14.8325,12.2815,12.185
"825","AYR1_SCHPO",18.836,17.861,11.877,15.135
"826","AZG1_ARATH",10.452,6.251,11.671,10.103
"827","B120_ARATH",7.27085714285714,6.41114285714286,8.25392857142857,8.69421428571429
"828","B2_DAUCA",18.8620555555556,19.4589444444444,17.3447777777778,19.0325
"829","B3GT2_ARATH",4.843,4.8612,6.4448,4.0336
