"","gene","dr7","dr8","ww8","ww9"
"5261","P4KG3_ARATH",10.172,9.772,9.3104,9.865
"5262","P4KG4_ARATH",12.9496666666667,19.1883333333333,12.027,12.634
"5263","P4KG6_ARATH",18.1346,24.0264,16.4426,20.41
"5264","P4KG7_ARATH",14.2302857142857,15.4202857142857,11.6498571428571,13.3711428571429
"5265","P4R3B_MOUSE",14.1523333333333,13.1663333333333,15.7876666666667,13.0023333333333
"5266","P5CR_ACTCH",9.061,18.41,10.4,11.032
"5267","P5CS_ORYSJ",10.4028571428571,9.31657142857143,5.931,7.44
"5268","P6R3B_XENLA",8.235,2.722,21.343,5.609
"5269","PAB2A_XENLA",9.673,8.8605,9.8045,10.6605
"5270","PABN2_ARATH",14.5106666666667,15.1676666666667,12.9263333333333,15.9396666666667
"5271","PABN3_ARATH",7.246,12.2623333333333,7.96233333333333,10.25
"5272","PABP_NEOFI",12.641,10.62,10.482,10.133
"5273","PABP_NEUCR",5.611,5.853,6.41,11.12
"5274","PABP2_ARATH",45.415,33.28,41.2475,37.77025
"5275","PABP2_MOUSE",14.913,7.715,12.851,16.347
"5276","PABP8_ARATH",26.70475,24.67225,26.25575,23.7925
"5277","PAC_ARATH",23.111,16.43,20.297,19.278
"5278","PAD4_ARATH",18.947,23.964,22.1674,19.4092
"5279","PAE10_ARATH",9.061,6.531,1.026,4.456
"5280","PAE3_ARATH",2.894,5.982,12.871,3.733
"5281","PAE5_ARATH",10.65375,6.0875,8.22275,6.6175
"5282","PAE8_ARATH",5.648,8.608,4.7025,6.8155
"5283","PAF1_ARATH",18.3196666666667,11.6923333333333,13.74,11.38
"5284","PAH1_ARATH",8.608,6.857,6.03785714285714,6.60657142857143
"5285","PAH2_ARATH",10.5882857142857,7.50571428571429,8.84371428571429,7.65771428571429
"5286","PAHX1_ORYSJ",7.18433333333333,9.594,4.82033333333333,7.869
"5287","PAI1_ARATH",4.322,0,8.492,21.184
"5288","PAL1_ORYSJ",4.55344444444444,27.2148888888889,13.8832222222222,5.42733333333333
"5289","PAL2_ORYSI",13.0745,26.6304,23.1217,17.0847
"5290","PAL2_ORYSJ",6.60933333333333,15.6698333333333,13.15,8.058
"5291","PALA_CRYNJ",7.772,5.67,11.323,18.194
"5292","PALD_CHICK",5.57216666666667,5.27033333333333,6.94516666666667,6.90183333333333
"5293","PALD_DANRE",16.35,17.173,19.435,17.285
"5294","PALY_WHEAT",12.6963333333333,23.9423333333333,15.4116666666667,20.0926666666667
"5295","PAM68_ARATH",13.3918333333333,20.508,14.0731666666667,8.188
"5296","PANC_ORYSJ",8.94,11.2275,10.7795,7.763
"5297","PANK1_ORYSJ",5.2528,9.4644,4.1844,5.7062
"5298","PANK2_ORYSJ",16.558,13.144,14.4446,16.2434
"5299","PAO_ARATH",19.0736666666667,24.5283333333333,14.0883333333333,21.3333333333333
"5300","PAO_MAIZE",32.515,51.4493333333333,34.888,71.2573333333333
"5301","PAO2_ARATH",45.2176,44.5151,40.3628,57.6454
"5302","PAO4_ARATH",9.4094,18.7822,12.652,21.4398
"5303","PAP10_ARATH",10.693,10.4635,12.625,13.0545
"5304","PAP11_ARATH",7.753,6.391,8.369,13.191
"5305","PAP12_ARATH",16.9593333333333,24.6451666666667,20.3738333333333,18.666
"5306","PAP13_ARATH",22.2205,22.781,21.5815,19.76925
"5307","PAP14_ARATH",150.014333333333,89.711,16.4266666666667,31.9483333333333
"5308","PAP2_ORYSJ",134.555,149.352333333333,135.011333333333,159.894666666667
"5309","PAP3_BRACM",16.457,41.2795,17.9735,27.2615
"5310","PAP3_ORYSJ",36.3543333333333,48.0886666666667,33.982,33.9673333333333
"5311","PAP4_ARATH",20.934,29.8905,29.64025,28.56825
"5312","PAP6_ARATH",18.4991428571429,33.1845714285714,28.1867142857143,25.5208571428571
"5313","PAP7_ARATH",13.3427142857143,18.0948571428571,16.2824285714286,12.3534285714286
"5314","PAP8_ARATH",59.3725,92.27025,74.61575,69.3115
"5315","PAPA1_CARPA",7.364,22.466,47.558,24.985
"5316","PAPA3_CARPA",2.087,2.173,14.307,3.547
"5317","PAPD7_MOUSE",15.089,13.762,15.651,11.589
"5318","PAPS1_ARATH",8.393,4.917,4.646,4.436
"5319","PAPS4_ARATH",13.5065,10.626625,11.31875,10.27675
"5320","PARG1_ARATH",11.5835,10.7545,9.3075,5.6375
"5321","PARG2_ARATH",6.1535,4.7235,1.887,5.2225
"5322","PARNL_ARATH",16.823,17.56,4.584,3.176
"5323","PAS1_ARATH",11.444,8.4895,8.082,7.3135
"5324","PAT_PETHY",21.1955,25.4845,24.107,22.6785
"5325","PAT_PINPS",9.376,10.857,6.502,8.765
"5326","PAT1_ARATH",8.75225,5.88275,7.71025,7.67275
"5327","PATL1_DANRE",11.222,7.22,10.123,9.8
"5328","PATL3_ARATH",8.24,3.282,6.0305,6.962
"5329","PATL5_ARATH",5.947,2.4425,2.682,2.38425
"5330","PAXB1_MOUSE",8.579,15.171,10.03,8.667
"5331","PB27A_ARATH",100.6935,248.6525,165.482,113.252
"5332","PBS1_ARATH",8.52963636363636,7.49354545454545,8.12945454545455,8.71581818181818
"5333","PCF2_ORYSJ",6.826,2.69,4.369,10.807
"5334","PCF7_ORYSJ",4.767,9.899,4.687,2.032
"5335","PCFS4_ARATH",9.101,6.75333333333333,11.7196666666667,8.66366666666667
"5336","PCKA_MAIZE",449.666666666667,611.182,485.161666666667,471.738333333333
"5337","PCKA1_UROPA",427.934,302.833,276.043,262.462
"5338","PCNA_MAIZE",9.121125,8.878125,8.688125,6.752
"5339","PCNA_ORYSJ",14.319,0,9.107,7.924
"5340","PCO5_ARATH",17.241,10.06,14.205,14.833
"5341","PCP_BOVIN",0,0,1.467,1.046
"5342","PCP_ESCF3",11.0875,5.2135,11.205,16.176
"5343","PCP_MOUSE",9.872,6.628,11.8405,8.227
"5344","PCP_PONAB",10.4983333333333,6.94733333333333,12.7073333333333,8.52033333333333
"5345","PCP_PYRFU",9.07225,11.90825,7.6125,11.178
"5346","PCP_VIBVY",11.9976666666667,8.76933333333333,11.7943333333333,9.77433333333333
"5347","PCR8_ARATH",14.699,10.179,12.041,10.865
"5348","PCS1_WHEAT",14.0315,15.935,7.446,13.445
"5349","PCYOX_ARATH",4.13175,6.58475,6.16125,4.3995
"5350","PD5BA_XENLA",33.081,26.318,17.897,19.132
"5351","PD5BB_XENLA",10.96875,7.2815,9.68175,7.895
"5352","PDAT1_ARATH",13.568,25.8093333333333,17.398,17.6986666666667
"5353","PDC2_MAIZE",10.628,20.411,0,0
"5354","PDC2_ORYSI",13.0738571428571,15.777,20.4081428571429,21.2171428571429
"5355","PDC2_ORYSJ",12.325,22.3,17.5995,18.2085
"5356","PDCB3_ARATH",10.976,3.163,15.3535,10.587
"5357","PDCD4_CHICK",6.07475,12.885,5.787,5.887
"5358","PDCD4_HUMAN",13.7816666666667,30.0806666666667,16.4813333333333,17.9463333333333
"5359","PDCD4_MOUSE",39.164,49.011,35.414,41.586
"5360","PDCT2_ARATH",11.101,16.446,24.317,16.1665
"5361","PDI_MAIZE",17.1052,11.6078,13.7102,13.0954
"5362","PDI14_ORYSJ",12.1706666666667,2.14466666666667,3.12466666666667,2.029
"5363","PDI21_ORYSJ",12.77525,8.118,13.75075,11.491
"5364","PDI22_ORYSJ",20.0695,21.003,22.5735,24.301
"5365","PDI23_ORYSJ",15.469,10.05,18.984,24.35
"5366","PDI51_ORYSJ",18.9935,8.8065,17.697,18.526
"5367","PDI52_ORYSJ",21.33,14.332,18.082,20.07
"5368","PDI53_ORYSJ",6.18266666666667,5.06066666666667,7.911,5.843
"5369","PDI54_ORYSJ",9.126,11.9975,10.3175,10.9195
"5370","PDK_ARATH",36.5112,44.3731,45.8048,45.17
"5371","PDR2_ARATH",11.1456,6.3138,8.6316,9.8982
"5372","PDRP1_MAIZE",100.877875,109.433375,85.970375,107.027875
"5373","PDS5A_CHICK",11.917,7.424,17.589,15.272
"5374","PDS5A_RAT",18.001,15.429,10.246,11.159
"5375","PDV2_ARATH",8.21066666666667,6.72133333333333,7.98966666666667,6.85266666666667
"5376","PDX11_ORYSJ",86.9318,103.3776,75.1752,83.7406
"5377","PDX2_ARATH",11.7751666666667,16.4588333333333,10.9195,12.2758333333333
"5378","PDXK_ARATH",5.082,4.7075,5.2515,2.902
"5379","PE191_ARATH",26.839,39.209,35.732,29.245
"5380","PEAM1_ARATH",71.5522857142857,54.8194285714286,41.1445714285714,35.945
"5381","PEAMT_SPIOL",3.8025,0,0.564,3.9035
"5382","PECT1_ARATH",12.965,15.6516666666667,15.008,15.2136666666667
"5383","PEK10_ARATH",2.15166666666667,8.20633333333333,5.04933333333333,4.423
"5384","PEK11_ARATH",12.965,9.813,9.195,15.1795
"5385","PEK13_ARATH",1.665,1.2965,6.769,1.065
"5386","PEL1_ARATH",3.1458,1.6762,2.6256,3.545
"5387","PEN2_ARATH",11.1985,14.5635,9.01,17.192
"5388","PEP_ARATH",20.2405,20.7505,15.8865,21.54
"5389","PEPD_RAT",11.398,13.503,11.138,12.185
"5390","PEPK2_ARATH",9.8025,8.66425,9.351,9.571
"5391","PEPR1_ARATH",8.384,0,3.118,8.12
"5392","PEPR2_ARATH",21.154,42.878,27.548,43.511
"5393","PER1_ARAHY",11.435,26.146,6.749,8.784
"5394","PER1_ORYSJ",22.573,11.136,22.84,21.242
"5395","PER12_ARATH",20.941,51.442,55.855,37.844
"5396","PER15_IPOBA",8.885,3.056,4.39,0
"5397","PER16_ARATH",12.441,27.1145,20.189,17.0995
"5398","PER17_ARATH",32.12075,4.77175,16.084,28.49025
"5399","PER2_MAIZE",1.614,61.244,4.246,3.264
"5400","PER21_ARATH",8.393,11.502,18.348,15.859
"5401","PER25_ARATH",5.829,4.2985,10.215,9.82
"5402","PER35_ARATH",7.54,15.623,8.656,12.888
"5403","PER42_MAIZE",11.5045,2.4155,7.128,8.7795
"5404","PER5_VITVI",13.174,15.424,18.22,13.1425
"5405","PER50_ARATH",5.676,7.112,10.184,5.775
"5406","PER66_MAIZE",20.542,0,40.173,13.982
"5407","PER67_ARATH",13.058,3.357,6.472,11.256
"5408","PER68_ARATH",8.022,10.598,61.444,17.832
"5409","PER70_MAIZE",0.77,14.44,1.313,3.322
"5410","PERK1_ARATH",7.60357142857143,10.3891428571429,9.45028571428571,12.2122857142857
"5411","PERK4_ARATH",10.095,13.59775,16.59425,10.4695
"5412","PERK9_ARATH",15.933,13.891,13.528,13.093
"5413","PERP7_BRARR",4.6,10.136,3.364,8.159
"5414","PERQ2_MOUSE",14.82,12.094,4.738,9.859
"5415","PERQ2_XENLA",13.234,11.793,7.825,10.133
"5416","PERR_RAUSE",4.8175,8.188,3.6205,5.6625
"5417","PERX_LUPPO",6.195,7.65,12.4,4.27
"5418","PESC_CHLRE",7.178,8.963,5.282,14.676
"5419","PESC_NEMVE",6.019,4.401,7.0565,6.2585
"5420","PETD_SACOF",2.8335,3.8895,3.2205,6.444
"5421","PETG_WHEAT",8.606,33.248,24.204,15.692
"5422","PEX1_ARATH",12.9466666666667,3.84133333333333,8.564,8.292
"5423","PEX10_ARATH",8.912,7.015,1.959,4.514
"5424","PEX12_ARATH",5.9208,3.0386,5.5034,4.0762
"5425","PEX13_ARATH",12.0109090909091,9.84818181818182,9.46718181818182,12.1597272727273
"5426","PEX14_ARATH",17.1718,14.4892,13.6448,17.8422
"5427","PEX16_ARATH",12.1086666666667,14.5543333333333,11.7363333333333,13.6176666666667
"5428","PEX2_ARATH",10.619,8.414,9.661,12.243
"5429","PEX22_ARATH",11.475,12.5996666666667,12.3963333333333,13.3246666666667
"5430","PEX32_ARATH",13.689,15.214,13.128,12.527
"5431","PEX4_ARATH",15.8466666666667,21.4796666666667,11.7363333333333,18.6236666666667
"5432","PEX5_ARATH",7.24633333333333,6.879,10.1056666666667,7.73233333333333
"5433","PEX6_ARATH",10.343,8.75575,7.51275,9.1605
"5434","PFBS_ARATH",7.2955,3.81966666666667,8.1775,5.30883333333333
"5435","PFD1_MOUSE",17.129,21.476,17.61,11.618
"5436","PFD2_ARATH",5.6368,7.0454,8.5046,10.9866
"5437","PFD3_ARATH",15.511,4.9175,14.364,16.0975
"5438","PFD4_AVEFA",11.5695,16.9465,12.533,19.215
"5439","PFD5_ARATH",9.3345,13.342,11.9945,15.8
"5440","PFD6_MOUSE",8.26325,11.63675,13.30725,10.9485
"5441","PFKA2_ARATH",7.716,9.205,9.9845,7.4605
"5442","PFKA3_ARATH",13.9337142857143,10.6875714285714,11.8282857142857,15.6604285714286
"5443","PFKA4_ARATH",11.75,19.314,13.148,12.097
"5444","PFKA5_ARATH",7.8225,0.7745,7.154,6.688
"5445","PFKA6_ARATH",14.894,6.4345,14.8045,18.194
"5446","PFKA7_ARATH",5.46233333333333,7.11933333333333,7.73333333333333,8.25333333333333
"5447","PFPA_RICCO",12.1639,7.5222,7.6962,7.0772
"5448","PFPB_RICCO",26.626,16.323,23.548,24.037
"5449","PFPB2_ARATH",21.099,14.752,19.917,25.561
"5450","PGAP3_DANRE",10.2868,8.4592,8.972,9.6986
"5451","PGAP3_MOUSE",11.528,3.443,5.641,9.068
"5452","PGAP3_XENTR",10.5476666666667,11.897,10.1363333333333,8.22066666666667
"5453","PGDH_CAVPO",9.181,0,1.897,12.585
"5454","PGDH_MOUSE",14.829,26.803,19.097,4.641
"5455","PGES2_BOVIN",16.322,33.581,17.794,16.894
"5456","PGES2_DANRE",10.795,6.741,18.7535,11.9355
"5457","PGK_PORGI",6.408,3.292,3.159,2.071
"5458","PGK_WOLWR",4.09,15.257,2.41,5.237
"5459","PGK2_PYRFU",9.589,8.005,8.461,9.781
"5460","PGKH_WHEAT",285.3595,563.1705,526.6865,317.415
"5461","PGKH1_ARATH",187.8655,333.934,358.1175,245.5095
"5462","PGKY_WHEAT",75.4326666666667,90.7046666666667,84.736,86.116
"5463","PGL1A_ARATH",74.642625,93.120125,82.270625,81.935125
"5464","PGLR_VITVI",7.9366,3.5658,7.8152,5.8842
"5465","PGLR4_ARATH",7.614,0,0,0
"5466","PGLR5_ARATH",1.66,0,1.559,6.078
"5467","PGLT1_HUMAN",8.959,13.342,8.974,10.758
"5468","PGM_ARATH",9.775,3.7765,9.928,8.369
"5469","PGMB_ECOLI",54.017,46.88,49.547,51.035
"5470","PGMC1_MAIZE",29.8115,25.35,39.804,33.212
"5471","PGMC2_MAIZE",69.148,85.615,75.475,66.014
"5472","PGML1_ARATH",4.4938125,8.7363125,7.5005,6.49175
"5473","PGML4_ARATH",11.5246666666667,14.3536666666667,11.4903333333333,10.103
"5474","PGMP_PEA",7.432125,12.3105,17.24425,7.60075
"5475","PGP1B_ARATH",18.87275,31.0445,21.59425,22.21225
"5476","PGP2_ARATH",19.5315,19.4645,13.323,16.088
"5477","PGPS1_ORYSJ",6.594,2.841,3.938,4.915
"5478","PGR5_ARATH",235.3356,596.434,286.9248,265.028
"5479","PGTA_PIG",5.37,2.604,7.856,5.755
"5480","PGTA_RAT",6.64,5.886,2.81,1.221
"5481","PGTB1_ARATH",5.231,5.218,12.441,8.315
"5482","PGTB2_HUMAN",10.498,5.348,8.4,14.1
"5483","PH1_ARATH",12.718,17.309,14.2253333333333,14.5783333333333
"5484","PHB1_ARATH",7.929,13.493,13.805,12.898
"5485","PHB2_ARATH",26.014,20.508,27.958,30.955
"5486","PHB3_ARATH",17.797,20.347,14.051,17.735
"5487","PHF1_ARATH",5.88,4.848625,5.0025,5.5305
"5488","PHF3_HUMAN",8.736,14.633,9.733,8.413
"5489","PHF5B_ARATH",12.0066666666667,7.453,16.2113333333333,13.442
"5490","PHIP_MOUSE",12.928,16.226,9.241,10.748
"5491","PHL1_ARATH",13.9902666666667,15.829,13.6952,13.7897333333333
"5492","PHO11_ORYSJ",4.317,11.6795,7.2,11.706
"5493","PHO13_ORYSJ",8.472,9.0725,5.02233333333333,10.4793333333333
"5494","PHOT2_ORYSJ",26.93425,24.099,26.0915,25.66625
"5495","PHP1_ORYSJ",25.6986666666667,8.755,20.0916666666667,14.0476666666667
"5496","PHP2_ORYSJ",10.526,20.928,6.143,17.832
"5497","PHP5_ORYSJ",25.541,31.67925,24.07875,26.3285
"5498","PHR_ORYSJ",6.286625,11.995625,10.007125,8.825625
"5499","PHR2_ARATH",12.084,13.05975,16.89425,11.8305
"5500","PHRF1_MOUSE",4.762,9.259,4.579,1.3535
"5501","PHS_SACD2",9.831,15.386,7.22,7.827
"5502","PHS2_ARATH",13.1555,5.299,19.917,12.1115
"5503","PHSB_ARATH",18.168,15.17925,18.27875,19.05125
"5504","PHSC_ARATH",9.62183333333333,6.71933333333333,8.23566666666667,8.864
"5505","PHSD_ARATH",21.4905,20.98125,16.625,19.84475
"5506","PHSH_WHEAT",35.709,24.3106,27.2998,23.7106
"5507","PHSL_IPOBA",3.9605,1.824,8.6155,5.125
"5508","PHSL_VICFA",8.727,5.111,12.964,10.934
"5509","PHSL2_SOLTU",14.171,15.935,28.307,14.666
"5510","PHT15_ORYSJ",5.852,5.014,5.456,6.752
"5511","PHT18_ORYSJ",13.9894285714286,8.80785714285714,10.3541428571429,16.2968571428571
"5512","PHT1A_ORYSJ",25.703,30.149,22.161,26.272
"5513","PHT21_ARATH",14.9195,26.09475,21.66825,16.435
"5514","PHT41_ORYSJ",62.8595,70.7615,78.2335,70.689
"5515","PHT44_ORYSJ",47.3675,65.484,65.6955,47.9855
"5516","PHT45_ORYSJ",9.933,11.782,10.615,9.488
"5517","PHT47_ORYSJ",8.653,9.856,7.507,10.201
"5518","PHYA_SORBI",10.54425,18.75425,9.528,13.848
"5519","PHYB_SORBI",10.3651666666667,16.1556666666667,12.0115,13.0103333333333
"5520","PHYC_SORBI",13.8742,9.0298,10.5414,9.0208
"5521","PHYK_MAIZE",11.916,10.7412857142857,9.24357142857143,12.0855714285714
"5522","PHYK2_ORYSJ",13.9805,10.9585,17.548,12.6975
"5523","PHYLO_ARATH",5.546,0,3.302,10.054
"5524","PI3K_ARATH",6.8025,7.6605,6.0665,3.5125
"5525","PI3K1_SOYBN",6.82266666666667,7.36333333333333,8.69033333333333,5.15933333333333
"5526","PI3K2_SOYBN",6.6865,7.263,6.359,4.0305
"5527","PI3R4_MOUSE",12.687,12.072,7.641,7.514
"5528","PI3R4_PONAB",13.605,17.581,17.364,21.917
"5529","PI5K1_ARATH",2.068,9.598,0,9.361
"5530","PI5K1_ORYSJ",19.7431666666667,14.5936666666667,13.9415,15.919
"5531","PI5K5_ARATH",9.487,12.245,9.005,5.677
"5532","PI5K8_ARATH",8.059,6.359,7.846,10.602
"5533","PI5K9_ARATH",13.327,8.2205,14.42,10.333
"5534","PIAL2_ARATH",2.4295,0,3.046,3.7815
"5535","PIE1_ARATH",5.65811764705882,6.48558823529412,4.66464705882353,4.95047058823529
"5536","PIEZO_ARATH",9.1682,4.4932,5.69,7.033
"5537","PIF1_ARATH",16.758,16.785,18.143,19.445
"5538","PIF3_ARATH",6.732,4.61955555555556,6.08977777777778,6.361
"5539","PIF5_ARATH",7.20833333333333,14.1785833333333,9.04858333333333,10.859
"5540","PIGA_MOUSE",5.676,2.991,6.441,5.57
"5541","PIGC_DICDI",7.308,14.752,1.528,8.618
"5542","PIGL_DICDI",7.595,2.937,4.215,6.107
"5543","PIGP_ARATH",3.088,3.185,1.528,3.987
"5544","PIGS_BOVIN",1.7715,3.3195,3.318,4.109
"5545","PIGS_SCHPO",5.101,21.885,12.225,8.814
"5546","PIGT_HUMAN",4.60675,1.076,4.864,5.86525
"5547","PIGU_HUMAN",6.85966666666667,3.21366666666667,6.653,6.45533333333333
"5548","PILR3_ARATH",4.062,1.27666666666667,4.10566666666667,5.68666666666667
"5549","PIMT_WHEAT",6.39,0,8.246,1.026
"5550","PIMT1_ARATH",7.9205,6.983,8.7995,9.7025
"5551","PIN1_MALDO",10.6334,7.5878,10.055,8.3192
"5552","PIN1_ORYSJ",13.472,9.05266666666667,15.8833333333333,12.077
"5553","PIN1C_ORYSJ",11.815,2.819,10.759,15.194
"5554","PIN4_MOUSE",58.659,44.793,41.619,61.548
"5555","PIN6_ORYSJ",8.74775,0.2475,13.7585,5.081
"5556","PINX1_MOUSE",29.538,17.162,15.907,15.233
"5557","PIP_AERSO",7.466,9.0275,4.559,9.478
"5558","PIP_ARATH",7.141,6.951,8.41,8.305
"5559","PIP12_MAIZE",123.86025,152.87725,126.07575,150.86625
"5560","PIP13_MAIZE",213.777,202.337,332.093,329.052
"5561","PIP15_MAIZE",9.543,13.471,3.846,18.976
"5562","PIP21_MAIZE",47.975,56.76275,51.8445,60.393
"5563","PIP23_MAIZE",47.622,67.248,55.834,56.301
"5564","PIP23_ORYSJ",4.16733333333333,0,4.02733333333333,7.50433333333333
"5565","PIP24_MAIZE",78.8575,47.526,77.121,74.407
"5566","PIP26_MAIZE",23.092,22.09,41.947,31.219
"5567","PIP27_ORYSJ",337.4565,436.6465,381.348,550.109
"5568","PIPNA_MOUSE",1.739,0.7695,4.4615,2.0175
"5569","PIR_ARATH",4.312,3.013,2.81,4.866
"5570","PIR7A_ORYSJ",10.1422,14.7968,9.7128,8.9896
"5571","PIRL_SOLLC",23.7353333333333,17.1223333333333,14.2866666666667,22.1116666666667
"5572","PIRL1_ORYSJ",15.011,12.9914,19.5768,17.5978
"5573","PIRL3_ORYSJ",7.27233333333333,6.384,7.02216666666667,6.247
"5574","PIRL4_ORYSJ",5.0265,9.711,4.605,6.591
"5575","PIRL5_ORYSJ",9.325,12.7555,9.6845,8.999
"5576","PIRL6_ORYSJ",5.175,2.679,1.272,4.436
"5577","PIRL7_ORYSJ",5.614,2.31666666666667,5.35366666666667,4.52066666666667
"5578","PIRL8_ORYSJ",15.1165,3.583,11.123,9.2485
"5579","PIS1_ARATH",13.781,15.053,10.769,14.706
"5580","PIS2_ARATH",8.347,0,5.056,5.325
"5581","PITH1_ARATH",26.3263333333333,24.812,33.5103333333333,30.1176666666667
"5582","PITH1_HUMAN",4.9665,8.3225,4.8975,5.472
"5583","PITP1_DICDI",8.733,7.88,8.79633333333333,11.5983333333333
"5584","PK1IP_XENLA",12.668,1.894,7.979,12.292
"5585","PKL_ARATH",23.9152857142857,19.9132857142857,19.825,21.0568571428571
"5586","PKP2_ARATH",4.88583333333333,4.57833333333333,8.7315,6.33633333333333
"5587","PLA14_ARATH",19.485,6.101,13.169,31.4335
"5588","PLA5_ORYSI",20.375,13.816,12.123,19.601
"5589","PLAP_MOUSE",13.494,10.857,7.743,10.035
"5590","PLAS_ORYSJ",609.790333333333,815.660333333333,1027.31266666667,714.643333333333
"5591","PLC_LISMO",17.5515,27.0875,24.825,26.421
"5592","PLCD2_ARATH",12.7303333333333,18.3236666666667,11.4186666666667,9.25033333333333
"5593","PLCD4_ARATH",13.243,10.889,7.19,12.458
"5594","PLCD5_ARATH",2.866,8.877,9.897,7.377
"5595","PLCD6_ARATH",11.16625,7.5615,12.2995,9.44625
"5596","PLCD7_ARATH",6.362,11.658,10.1225,2.423
"5597","PLDA1_MAIZE",26.31075,22.73,27.44275,26.72175
"5598","PLDA2_ORYSJ",9.55925,10.60625,7.46375,7.5555
"5599","PLDB1_ARATH",1.029,0,12.225,7.973
"5600","PLDB2_ARATH",5.796,0,2.841,3.283
"5601","PLDD1_ARATH",5.387,7.584375,5.344625,5.66975
"5602","PLDL_CAEEL",3.033,3.1255,2.995,1.3045
"5603","PLDZ1_ARATH",6.169,7.2586,8.7586,7.3422
"5604","PLDZ2_ARATH",9.534,9.899,3.518,8.139
"5605","PLET2_ARATH",2.968,9.286,3.487,5.286
"5606","PLGG1_ARATH",43.8552222222222,69.7711111111111,57.3295555555556,49.4007777777778
"5607","PLP2_ARATH",4.433,13.686,9.897,8.618
"5608","PLP3B_ARATH",12.353,13.622,17.169,9.771
"5609","PLPD1_ARATH",10.702,10.039,15.4205,13.118
"5610","PLPD2_ARATH",8.94,8.328,9.261,5.745
"5611","PLPL4_HUMAN",4.155,4.7185,4.528,7.778
"5612","PLR1_ARATH",18.511,27.39975,21.9045,21.2055
"5613","PLSB_ARATH",8.319,19.55,21.394,17.412
"5614","PLSB_CUCSA",20.2173333333333,17.524,19.972,15.1126666666667
"5615","PLSB_PHAVU",9.8232,7.691,11.7042,9.2492
"5616","PLSB_SPIOL",4.646,13.288,6.625,5.794
"5617","PLSP1_ARATH",9.8528,6.8388,11.4562,9.392
"5618","PLST1_ARATH",10.594,18.7076666666667,8.16066666666667,15.36
"5619","PLST2_ARATH",9.2905,7.381,7.005,6.72225
"5620","PLST4_ARATH",8.66425,14.0185,11.555,12.299375
"5621","PLT1_ARATH",24.4388333333333,20.9241666666667,34.9816666666667,26.2191666666667
"5622","PLT2_ARATH",10.721,23.499,20.01,13.396
"5623","PLT5_ARATH",50.011875,43.281125,63.504625,55.862625
"5624","PLT6_ARATH",10.4396666666667,10.5946666666667,14.003,8.107
"5625","PLY4_ARATH",4.6645,0,4.923,7.939
"5626","PMA1_NICPL",22.9316666666667,51.4636666666667,42.4913333333333,26.8773333333333
"5627","PMA1_ORYSJ",27.4162142857143,21.7377142857143,28.6892857142857,26.8768571428571
"5628","PMA1_SOLLC",24.27,3.002,2.882,10.006
"5629","PMA10_ARATH",2.949,1.851,1.733,3.01
"5630","PMA11_ARATH",18.715,25.415,21.846,24.838
"5631","PMA2_SOLLC",15.40175,36.83325,33.558,25.38275
"5632","PMA3_NICPL",16.675,42.21,31.353,28.717
"5633","PMA7_ARATH",6.863,0,6.349,1.104
"5634","PMA9_ARATH",4.248,0,2.513,7.631
"5635","PMAT2_ARATH",20.125,21.928,25.64,21.809
"5636","PME31_ARATH",11.491,6.359,8.8,7.963
"5637","PMGI_MAIZE",78.2282857142857,111.712285714286,141.147428571429,125.689857142857
"5638","PMGT2_TETNG",12.01,15.322,12.102,7.68
"5639","PMGT2_XENLA",8.514,9.017,10.841,10.328
"5640","PMI15_ARATH",10.8585714285714,16.6471428571429,8.72642857142857,6.91071428571429
"5641","PMI2_ARATH",14.004,16.839,13.477,5.296
"5642","PMK_ARATH",8.37133333333333,3.96666666666667,10.2833333333333,8.66033333333333
"5643","PMM_ORYSJ",8.47333333333333,4.286,14.3823333333333,12.5556666666667
"5644","PMP22_ARATH",9.339,16.2186666666667,9.456,9.921
"5645","PMT1M_SCHPO",5.342,3.292,9.518,13.807
"5646","PMT2_ARATH",5.84414285714286,6.97714285714286,7.50157142857143,7.78314285714286
"5647","PMT7_ARATH",2.235,0,3.323,4.338
"5648","PMT8_ARATH",3.9508,1.9734,6.7382,4.9638
"5649","PMTE_ARATH",0,0,4.554,1.319
"5650","PMTF_ARATH",6.844,8.328,5.754,6.302
"5651","PMTI_ARATH",5.321,1.63275,3.446,5.51825
"5652","PMTJ_ARATH",0.714,6.66,6.287,4.544
"5653","PMTL_ARATH",3.673,4.949,13.097,2.003
"5654","PMTN_ARATH",6.78233333333333,3.027,6.32633333333333,1.8745
"5655","PMTO_ARATH",5.787,3.906,9.066,9.41
"5656","PMTQ_ARATH",2.52725,3.96225,2.75375,2.7115
"5657","PMTS_ARATH",0.2595,2.8405,3.179,2.125
"5658","PNAA_PRUDU",10.716,20.9975,14.5945,7.7635
"5659","PNC1_ARATH",8.1556,5.666,7.3578,10.4454
"5660","PNG1_ARATH",17.811,2.518,13.62,14.442
"5661","PNG1_ORYSJ",15.933,9.877,8,16.103
"5662","PNMT_THLFG",6.974,7.3705,15.2305,10.2255
"5663","PNO1_DROME",14.254,12.029,17.671,16.23
"5664","PNO1_DROPS",3.357,2.905,4.841,5.188
"5665","PNP1_ORYSJ",6.21366666666667,10.7883333333333,5.764,5.527
"5666","PNS1_KLULA",4.47,8.328,2.646,5.745
"5667","PNS1_USTMA",6.186,2.41,1.138,6.928
